Symbol,Current Price,1-Year Return,2-Year Return,3-Year Return,4-Year Return,5-Year Return
eimcoeleco,738.6500244140625,99.31192991069285,50.177902866306944,156.9342386932449,109.7923562137725,
ekc,131.75,-22.29430986221732,39.743737998617995,457.20599625931555,439.01154527380714,275.6979393733174
eldehsg,793.4500122070312,45.627245619997794,,,,
elecon,793.4000244140625,113.59536905112641,465.3010259428757,2959.9132275723873,1746.3312050174104,1008.2339385649002
electcast,57.0,57.67634189225438,56.20361299718907,304.10468037007433,273.11508743467783,174.82927558700442
electherm,84.55000305175781,5.031059691624612,-44.91856478712846,-16.245660616406727,-59.282443757784634,-40.583273901262665
elgiequip,532.25,45.72210814510609,159.88769143987162,530.5026763099685,331.6896763138295,288.4377594319794
elgirubco,41.75,38.245029620113,-3.2444993658673806,146.31267327895833,116.16530341817122,
elin,41.75,,,,,
emamiltd,445.25,-5.747246877067842,-17.519810856870794,89.07811738225864,59.975509083437096,
emamipap,121.6500015258789,-14.840744607511065,-23.345933292265045,50.277956901789,-6.67434151919236,
emamireal,67.19999694824219,0.14902902592413744,-17.647061023470208,89.83049167135242,16.666664459087173,-61.720310008522496
emil,67.19999694824219,,,,,
emkay,77.5999984741211,8.07798771008727,-38.09147770083365,62.18107612364856,11.382645958847766,
emmbi,89.69999694824219,-2.181025154372525,-25.565338440177644,34.69284555405021,-36.65961852546306,-38.44510132835749
emudhra,436.70001220703125,33.465768922623205,,,,
endurance,1688.0999755859375,17.310630687000522,3.643718536735662,91.76551408352952,72.49459540014496,
energydev,17.049999237060547,2.095799150487516,42.67782016064345,173.06538237809102,223.54810524540346,30.45112710634241
enginersin,148.5,121.64179104477613,106.18456493250817,131.18649382487297,52.77214664097675,30.043439585650304
enil,143.6999969482422,-22.156017228048462,-26.404534860603846,10.686423395720714,-64.04648141993125,-79.74901309607213
epl,221.4499969482422,29.502922191954497,-7.870244671953583,23.34517098874948,78.34469880950515,118.6811622886703
equitasbnk,89.8499984741211,93.64223172279122,40.06234814799574,,,
eris,799.5,18.77878903561548,5.914426467545403,86.22305638777817,65.6626936858953,
erosmedia,18.799999237060547,-20.169852033476683,-21.00840403479581,-4.810130445263053,20.512812675260577,-84.64052369060985
esabindia,4800.39990234375,44.908985815198804,163.51475446043267,279.22984612429246,390.3986133366521,733.089464557466
escorts,2598.35009765625,52.907080738809476,123.87024882612567,122.71300399165048,387.6463235604071,190.591407207664
essarshpng,10.949999809265137,59.854014039617574,-0.9049808121593904,54.225351497829486,34.35583216922653,
essentia,6.599999904632568,24.528295605918753,344.9439163025224,1484.002507404518,2946.1632016431126,
ester,108.0,-19.583024910000983,-24.447324178199537,100.16286467625237,306.1429956690258,133.0592807415999
ethosltd,1402.199951171875,45.230445486470735,,,,
eurotexind,12.300000190734863,80.88235067248763,26.804128171077775,66.21621665160441,-5.019302147519943,
eveready,339.95001220703125,7.562102622107493,6.500626317815324,194.8395517859863,375.7873012273021,41.527900302298086
everestind,935.0,62.79272912759095,113.74203222111912,310.7640327811312,148.47096438078518,93.29084789971664
excel,0.3499999940395355,-35.97553582639502,45.8333341094355,399.9999893563135,208.8244277378564,
excelindus,908.5499877929688,-27.49580995178461,-20.63717771562212,26.16904859679926,7.327743990697198,-36.06898151758961
exideind,259.6499938964844,66.33567184123041,47.017377703902284,65.15085121525436,36.991253660275106,1.217048915720814
expleosol,1688.5,29.90959799961531,44.88587305881864,504.43886275567553,341.0919680888805,
exxaro,115.4000015258789,10.43062346974058,,,,
fact,478.79998779296875,365.0801379175213,255.06115396496534,894.3924664999873,1146.8749186644984,1073.5294037899205
fairchemor,1213.0,-20.010548382251347,-26.042046247537936,,,
faze3q,1213.0,,,,,
fcl,292.29998779296875,34.11332502215308,185.72822978810868,897.5936316227468,816.7947003845887,413.4050555578559
fconsumer,0.800000011920929,-55.55555371590598,-90.96045223234135,-92.72727261890064,-97.98994968026031,-98.3032874103263
fcssoft,2.25,-15.094342678201686,-2.1739110153428576,309.09090022410265,1024.9999832361939,800.0
fdc,343.0,35.94926510152901,-9.58218149958236,26.12612046469758,105.94868554852361,32.91498444909592
federalbnk,132.75,23.54583878112591,55.4449620937917,145.77688848252072,28.77146742108831,55.411307261995
fiberweb,30.200000762939453,-23.25285404318179,,,,
fiemind,1914.0999755859375,20.50111960869872,157.55232353063158,359.2168777641613,370.52059398761173,192.58280719683637
filatex,40.25,-20.41522611405564,-17.67568406419634,226.32168598209952,122.3094354760804,
fincables,1000.7999877929688,152.69537145299122,92.10500109425443,274.36278889667807,161.7869328189696,71.2427209003108
fineorg,4521.2001953125,-12.755200013266565,52.757058776560115,113.7136382683168,230.67330530885437,474.879627012535
finopb,331.45001220703125,28.319793988025012,,,,
finpipe,203.8000030517578,54.21870031367407,16.94953632993544,123.98378343252077,114.17919357255732,88.00319892548985
fivestar,203.8000030517578,,,,,
flexituff,30.700000762939453,22.310758152832424,28.721175144264734,314.8648698282903,13.703706529405382,
flfl,5.599999904632568,-64.33121036518862,-91.98282029067283,-94.93441904111867,-98.8206015723723,
fluorochem,2781.5,-16.34712382809675,76.1000316555872,515.2399828464348,,
fmgoetze,370.70001220703125,28.114741450674956,21.064662778781855,0.9806608672462096,-36.64872310682544,-13.810740072900185
fmnl,5.150000095367432,8.42105463931435,-69.70588179195629,-75.41766153785645,-86.08108082333126,
focus,790.9500122070312,602.7543231991748,1570.43302575674,3503.416786857143,1471.423905010701,
foodsin,183.5500030517578,182.3846200796274,,,,
forcemot,2472.800048828125,142.728839148773,69.17109563899504,168.33654593880107,,
fortis,335.0,25.632854928940908,38.48698158436319,148.8855756383581,160.295266467429,134.34767901484688
fosecoind,3234.5,73.18092223381684,95.0726764142793,211.12428286604654,164.96006553348352,
fsl,144.8000030517578,31.75614289473942,-32.68807003790476,263.885446567292,226.30313387570405,134.75696313775742
fusion,144.8000030517578,,,,,
gabriel,220.39999389648438,70.52223899147727,78.89036490373029,149.02054236633006,128.52089624165401,56.742575713264884
gael,258.5,-11.955042702260805,40.06042230132213,245.97120306232821,287.00082660873744,147.4878734483759
gail,116.3499984741211,18.92674151583406,28.384302966954962,86.2822452820601,46.33253895937908,16.315770726952067
gal,2.8499999046325684,-5.000003178914389,18.749991307656316,13.999996185302734,-26.92308115535929,
galaxysurf,2643.0,-12.307767454056208,-13.542184862889522,68.59886400819063,116.05410549037892,121.1554405738092
gallantt,86.30000305175781,19.281278330125332,6.215388371394231,176.160009765625,133.83334792442798,96.12725654866391
gandhitube,620.9500122070312,67.14670584307704,33.810745098931534,244.1090451765426,79.41287934565449,78.34593710220162
ganecos,1017.1500244140625,63.83185381526515,102.39650291583591,352.013186102312,259.2851244083729,
ganeshbe,153.75,13.259668508287293,,,,
ganeshhouc,437.04998779296875,44.3600289985033,294.9841678861172,1717.2557241477325,922.0803187012724,346.5301688590563
gangaforge,6.300000190734863,-9.352512753507567,-42.2812623659843,600.000039736431,326.39596300453564,
gangessecu,116.25,1.043022091622494,23.736033822377944,251.73979631939994,177.44629061218515,
garfibres,3216.050048828125,-1.3617722402943722,-6.56320361191261,102.46450496069461,169.36083922032438,
gateway,75.9000015258789,6.67603639934191,,,,
gati,143.14999389648438,0.06989922586047356,-14.740917748489707,196.99168388094947,108.66545876259079,32.13531679733045
gayahws,0.75,15.38461961689801,-34.78260734356191,50.0,0.0,-76.56250034924597
geecee,179.39999389648438,25.323088749981615,-1.656871659885401,166.62235493065575,63.816618141446924,
geekaywire,276.54998779296875,261.2671153076046,195.0665675078667,238.50561670789662,805.5024987967067,
gencon,47.70000076293945,47.906979109889775,-7.094984938551684,,,
genesys,291.25,-53.99257473878196,79.50693374422187,808.7363710861414,193.30813822916804,35.13659321176391
genuspaper,15.850000381469727,-6.489677474675025,42.79279132214825,217.00000762939453,183.03572591774338,31.535270793245708
genuspower,177.5500030517578,127.92041023615963,163.55295519012878,638.9010926904882,711.0731513250173,326.84604159467534
geojitfsl,46.45000076293945,-7.654072629258517,-49.29039133547306,25.728682037672584,78.97349788809436,-29.57519052124215
gepil,177.9499969482422,39.45924692493842,-45.18226012196646,-64.7908265887078,-78.57921626159762,-77.8923117064866
geship,789.6500244140625,74.46973348768782,121.04426873459005,264.5361292993888,260.75958288372436,188.21324565052856
get&d,244.25,131.07853079655357,78.48007972702992,183.84659074687912,6.0326914029964405,
gfllimited,55.79999923706055,-13.888894121669528,-15.837109097114707,-29.128858171911094,-42.955098677116474,
ghcl,541.3499755859375,-20.072348244097014,77.69571194210505,259.8991168156427,158.14790533534645,136.78853139221164
gichsgfin,196.25,48.113207547169814,12.681781974124991,113.14824988585582,-18.100219334385983,
gicre,204.6999969482422,78.69925054105093,17.812947883880394,29.189019180043026,-8.690420110458625,-42.0602853429297
gillanders,73.44999694824219,24.491520251257946,31.3953397912494,166.60616690484872,78.92813231024482,
gillette,5705.89990234375,7.771339645342808,-4.380640834010649,19.07207061615711,-15.024511650378408,
ginnifila,27.5,-30.73047992061586,-31.335828904204615,155.8139534883721,189.4736842105263,17.521369437215583
gipcl,111.75,35.701277559972276,17.28604597308697,58.79814125257512,74.85468117181904,37.62702430115082
giso-re,111.75,,,,,
gisolution,9.350000381469727,110.11237712870296,171.01450006492587,345.2381336229476,156.16438731978985,
gkwlimited,911.0,52.3284037446327,25.240578694485404,94.38813866734459,47.458727419930874,
gland,1288.75,-41.622126155537345,-67.91640293592337,,,
glaxo,1405.0,-3.196914953394356,-16.456072543481493,-3.331520586574056,28.896368742236376,-5.807656041341399
glenmark,780.6500244140625,107.39905341995114,20.68722297861732,90.33908777744641,77.76595775731002,35.3640636365628
glfl,3.0,9.090909090909092,5.263161417079773,100.0,87.49999720603232,
global,185.39999389648438,98.76707677677778,724.4707603489949,787.7298505682484,1951.5153414644287,
globalvect,76.1500015258789,61.8491025731978,27.234759343905196,31.633541113997136,35.49822151620911,
globe,2.5,-73.26203317644116,-25.889320241230624,-22.680407049855983,55.60172732851644,
globusspr,987.0999755859375,-4.72007957664696,47.175672247082176,596.4811600263258,701.6846999688946,
gls,615.7999877929688,29.315407813396998,,,,
gmbrew,588.0499877929688,1.7299541927473485,-1.0683102894138305,52.06324697575657,42.43482013348315,-15.431893197798876
gmdcltd,168.5500030517578,6.744781233022302,156.90234339432678,318.13207710546476,155.9658353601566,61.134170199925904
gmmpfaudlr,1445.0999755859375,6.858431742849248,-4.879514679193134,9.230111567656783,250.08730181320286,389.988485232787
gmrinfra,51.099998474121094,43.943657673580546,76.20689129007275,156.78391685263315,239.53486927913437,179.9999916390197
gmrp&ui,19.299999237060547,-19.75052037706658,,,,
gna,1005.5499877929688,76.95556318398043,92.58223880508037,488.47388258923525,330.344522598994,149.9268193004083
gnfc,586.1500244140625,-15.24724622532493,64.44933770210409,276.65536391228136,175.1315138836604,57.19425529092204
goacarbon,555.2000122070312,28.742031816123188,38.97372020201033,148.68981509833426,74.37186647294138,-4.653954345534459
goclcorp,417.1000061035156,48.88453156905454,56.99282308769305,171.2318779391031,81.07792877026887,
gocolors,1245.550048828125,24.44922607895657,,,,
godfryphlp,2032.5,82.58994344179824,99.147005269904,123.60665349801378,178.2687753509228,162.6000053938683
godha,1.100000023841858,-87.570621735282,-48.77764822807537,-11.290321340173895,25.00000338662756,
godrejagro,485.29998779296875,-2.422844709493952,-23.57683247668519,13.11637066136363,4.086053964641147,-19.428850759219575
godrejcp,1019.7000122070312,20.489191411459824,4.035095322944249,49.9007735695746,61.32952968695336,17.8785056066281
godrejind,476.5,6.136537931591413,-12.920323580015225,33.193570929419984,-1.339908502498988,-24.043228263205666
godrejprop,1659.800048828125,15.159924554061826,6.2918252331222,84.80209360467921,82.65654523288032,128.78015834984492
gokex,509.1499938964844,43.50338540416783,172.19993883432318,1182.4936627502123,451.9241126249153,523.9583375212414
gokul,30.950000762939453,-9.237530358167648,-5.20674022508699,85.88589472695416,136.25954092886127,
gokulagro,117.1500015258789,31.62921519761675,184.34465863228476,725.0000218270533,852.4390220263873,
goldiam,131.75,-12.166666666666668,18.97935388310687,652.2422336303463,932.8043910258159,2279.3696172423915
goldtech,95.6500015258789,75.34372660613268,619.1729334899653,1088.1987485660825,917.5532490163457,525.1634008723814
goodluck,499.6499938964844,62.59356125751096,122.67243820928041,1190.8131979634402,683.95993947156,621.9645246993198
goodyear,1380.1500244140625,44.44270271209445,25.37625832976909,,,
goyalalum,1380.1500244140625,,,,,
gpil,579.9000244140625,105.0203330035759,-64.27977197600295,252.52310548989425,183.9443992592585,42.41195596584181
gppl,121.0999984741211,53.97329450054046,18.507679158208845,70.46129674704417,74.77396006766416,29.651040078988956
gptinfra,79.55000305175781,86.62757314195382,76.99056669590261,665.4542067566886,361.3460379124167,
granules,317.1499938964844,5.138405540733759,-15.887534511426974,21.70892578725894,240.85593209429254,208.69475524293767
graphite,423.54998779296875,5.58394471826033,-35.47059659339233,145.03008038620408,41.50740113543315,-47.87121323264007
grasim,1821.0,17.723116575039292,17.835504749753728,204.55415442489232,103.00573752349071,83.9008907788157
grauweil,113.0999984741211,85.10638510412501,,,,
gravita,676.9000244140625,126.16105981343593,284.94186257897644,1281.7635993060862,1157.2973545178988,372.90195710130814
greavescot,139.10000610351562,-11.259964208283494,-17.56754178406541,60.91235098580252,0.9200314581545435,-0.09393258619062758
greenlam,464.20001220703125,29.177683128607534,74.71060183241094,227.59599245389563,216.93781710776773,174.2482691475552
greenpanel,339.6499938964844,-25.351649693080358,45.86467239510356,810.9735649772474,,
greenply,167.5,-9.016841691021881,-13.381297370983877,95.11390507933754,2.8441485729789773,-18.411941624367365
greenpower,15.25,64.86486486486487,391.93549900471777,548.9361965478206,204.99999999999997,91.8239039732712
grindwell,2350.25,35.18448902775007,85.35826258976806,387.8388482762937,312.8491726129255,392.368249779111
grinfra,1292.0999755859375,3.430056080523314,-25.316456053452136,,,
grmover,1292.0999755859375,,,,,
grobtea,875.1500244140625,9.681664072729976,-29.913168033800154,132.868582787878,177.64416248461322,
grpltd,3477.0,108.48448508469495,277.5609358435944,454.6290314100954,255.53573948401004,
grse,601.75,137.1895968618258,204.98295793723642,219.7054541663471,490.87229139937693,
grwrhitech,946.9500122070312,14.55964676696044,,,,
gsfc,165.25,1.6610254675802603,43.2376006531635,187.48907132220708,104.01209587217295,57.38114678370124
gslsu,165.25,,,,,
gspl,287.70001220703125,29.623796423895282,-12.685317921130954,38.63326730841641,59.50719929614402,
gss,192.60000610351562,-12.929471627171212,146.29157751884665,761.7449790434873,301.2500127156576,108.78049442115514
gtl,6.849999904632568,-25.945946976945205,-71.45833373069763,280.55556033864445,149.0909056230025,-4.195806807460561
gtlinfra,0.75,-44.44444542559084,-79.16666611477179,-16.666664459087173,0.0,-48.27586376993035
gtpl,131.25,-14.355628058727568,-28.44138726007782,70.6570841359503,146.99807786529982,
guficbio,248.89999389648438,23.15684630360565,36.93885569123778,197.30083905204395,253.91214807113346,112.37339646590074
gujalkali,663.5,-8.621398938269003,44.4645208034173,109.64053195100128,39.8084633579378,28.84313608362182
gujapollo,240.75,22.332315176175822,1.2269421451335556,41.02625707911447,81.85935371419028,33.54050525324364
gujgasltd,472.04998779296875,4.865043695084545,-35.20247793497599,55.61005191182012,187.01604153049774,204.01601121398193
gujraffia,28.149999618530273,-4.898651163015479,-58.99490314225469,139.5744648385555,38.329233861651716,
gulfoillub,530.25,26.89960326783843,-17.071026917597717,-5.5240017486662065,-33.594254426117935,-34.27799774759048
gulfpetro,40.54999923706055,-11.366121886206455,-36.93624057152824,-5.924656634088799,-7.999311072731592,-52.988959639264486
gulpoly,208.60000610351562,-11.64136508393864,-1.8314424379287617,549.7052321340756,525.827902488331,301.6299274420818
gvkpil,2.6500000953674316,6.000003814697266,6.000003814697266,23.25581292193156,-54.31034468583914,
hal,3739.85009765625,92.86027643922449,249.22909217665833,334.19113317247906,529.2531739061495,353.00817095422434
happstmnds,922.5499877929688,-2.848566605772913,-33.8110233489626,,,
hardwyn,40.5,183.39018176416585,,,,
hariompipe,576.9500122070312,167.54000859558425,,,,
harrmalaya,140.75,-6.91137378251361,-37.038694664024405,71.12462006079028,110.38863496221853,59.21945426527594
harsha,140.75,,,,,
hathway,15.699999809265137,-5.705704690874912,-39.382239225855045,-70.29328237927403,-27.649773007941427,-7.100590747643437
hatsun,1021.25,8.171806631620854,8.950768293519888,115.8168700700579,97.59555015108262,110.9710583939282
havells,1312.1500244140625,7.465194464706183,14.991857919791043,128.54055412478812,84.50256028678301,110.42358061762248
havisha,1.75,-18.604654773239545,0.0,150.0000042574747,94.44444959546327,
hblpower,191.64999389648438,115.09539526215448,258.0355013173724,1149.925574042694,785.7871854856135,472.6267001884976
hbsl,49.70000076293945,11.061454218859112,69.62458039956417,884.1583937783422,585.5172519026132,
hcc,19.5,59.83606807264841,61.15701971268395,222.3140394253679,80.55555236682976,89.00197882743383
hcg,335.79998779296875,23.251962836323408,49.6434923914807,167.14399041014823,141.6696618698392,
hcl-insys,15.899999618530273,-8.357352916764736,3.5830568299170666,75.69059981687346,33.6134464556733,-56.31868419778492
hcltech,1130.9000244140625,21.80516016428117,16.365509718883896,81.86158796914197,134.4992463653955,150.20984772898635
hdfc,1130.9000244140625,,,,,
hdfcamc,2491.5,30.705071021972273,-14.074357977367905,0.3113083946518769,30.997331258294285,
hdfcbank,1640.5,16.811447698773865,13.706463351238954,44.71037360626239,38.25363100318779,55.9975772101747
hdfclife,642.8499755859375,23.32853248651079,-3.3816789397467817,2.7567314855610188,41.469464826031086,31.338508918275977
headsup,12.149999618530273,-11.313870162878526,-41.44578497093844,19.704434238093118,-29.360470467480038,-81.32206141656445
hecproject,35.0,61.290316909919525,-63.69294663278181,-71.87625483465763,-73.68421052631578,
heg,1747.050048828125,61.91381360779658,-21.537322725032933,118.85405513192104,46.972502822260104,-56.16484634730586
heidelberg,181.60000610351562,0.6930967328509746,-28.2042245555572,8.82764562496668,4.171931936635223,31.93976994729987
hemiprop,111.0,6.9364130410016,-24.412669127330304,,,
heranba,366.45001220703125,-34.56249782017299,-54.57629362701281,,,
hercules,329.25,152.68610306111444,99.35326244368348,315.9180381713408,258.3127768892818,188.0466220107344
heritgfood,247.4499969482422,-12.26732577280725,-46.22876821775977,-11.283305516963244,-35.40994686825398,-57.791410030584466
heromotoco,2993.449951171875,7.579374984919706,7.923343015579615,8.140642789740955,36.35448290388183,2.1821642315576724
hesterbio,1732.1500244140625,-21.81145425968534,-28.14478929983345,36.027164838898216,-0.5298639501561825,
heubachind,413.25,-4.417718476669247,-30.058387564426003,8.350814528895881,38.00299988443168,
hexatradex,149.9499969482422,-10.79714961110513,7.800136857400425,687.1391231162053,889.7689816759816,
hfcl,65.1500015258789,1.5588464165454268,-10.572637953660276,422.25578395901204,225.67624272570862,157.1970585710607
hginfra,951.6500244140625,67.29367412450465,98.77779422378114,407.20606571823674,269.22778544445094,298.685770222277
hgs,1051.5999755859375,-17.94952166706336,-17.38575470991536,243.19497703224448,334.9583881756971,247.85765495586824
hikal,292.54998779296875,18.29760783777285,-44.36677401064696,133.3639980865973,84.25338507244892,113.31369521659134
hil,2962.10009765625,-13.05074881521886,-36.66300130027933,140.05942937824713,96.49443361469801,
hilton,162.5500030517578,254.5256454992145,1237.860149426249,1629.2554217908908,1283.404281291556,657.8088450822152
himatseide,124.05000305175781,8.387947889467435,-48.41158460166827,109.8677513535191,-15.810678383542523,-54.62190863765159
hindalco,454.5,16.94326698511529,16.82048665790026,187.49294565847808,139.1645059560458,123.93183764829902
hindcompos,372.79998779296875,34.92580682714591,14.634448919166354,120.05198892634607,100.4491597309833,-1.6266669071795345
hindcon,106.0999984741211,72.52032272214812,173.45360969176951,579.3676491188561,541.6828028595957,
hindcopper,146.85000610351562,47.95970388263539,2.018466220931274,291.13854727464894,295.4111743951354,132.14859450223693
hindmotors,14.149999618530273,-15.26946723300832,77.98742085552625,148.2456156494949,117.69230182354266,
hindoilexp,222.9499969482422,35.573123189787516,84.4085972989167,242.4731216189974,79.50885863640725,58.008495608907836
hindpetro,276.29998779296875,18.50739653703033,-0.396541502421989,38.51441429615697,18.364295490885162,22.967922978041504
hindunilvr,2568.949951171875,-0.5034954296499692,9.611008915514027,13.524438501485298,54.96490159708226,54.29136754231572
hindwareap,616.9500122070312,90.8289624192955,70.07581315149035,677.9949413171626,,
hindzinc,321.0,22.076434720704114,2.727423661475536,102.90014199210624,82.22049947010936,67.37576080502458
hirect,309.3500061035156,74.03657164754746,93.34273969166918,166.41681939357653,155.0975888264993,
hisarmetal,148.1999969482422,25.221798782404058,-2.1640204354412695,143.6480038572528,194.68915017072743,177.6684329403733
hitech,81.19999694824219,47.368419595110375,38.77969454386136,667.3859842707463,203.16894638208467,
hitechcorp,237.25,-2.2052786351673945,1.2374626929616583,198.57819095223596,202.98638604865698,
hitechgear,388.20001220703125,102.5567568850063,19.793729948700882,283.45737770408726,93.97087174782779,-6.75404928338533
hleglas,632.7000122070312,1.8479833304316695,-9.270401006325331,,,
hlvltd,13.800000190734863,55.05618856435148,40.816325736214665,181.63265147242933,72.50000238418579,-13.749998807907104
hmt,28.25,16.735533509828755,-23.854444307576895,66.17647058823529,82.25806451612904,
hmvl,60.849998474121094,14.272297603983276,-32.27601612965267,23.553296394154504,-30.216607047800437,
hndfds,60.849998474121094,,,,,
homefirst,834.25,1.4100741799891945,51.1596236810645,,,
honaut,42925.80078125,9.539807419756071,0.5215703238578677,55.41326984619057,83.46281098322181,
hondapower,2215.60009765625,47.48544500956898,79.3684618307541,127.5877656408003,159.8379230140759,80.4526100274295
hovs,48.04999923706055,-9.765259648712588,-38.78980988909485,17.625461522356556,-35.50335672877779,
hpal,480.8500061035156,24.298823450153165,,,,
hpil,100.9000015258789,11.368656981489792,97.84314024682138,147.68330044508463,,
hpl,203.5,229.82171391192873,144.3887434671302,495.53027747270477,262.9063472125773,155.93930186435554
hscl,136.5,65.75592292560371,154.03160762029736,170.0270286199104,40.93761220408646,-5.029939623908257
htmedia,21.049999237060547,4.20791307929339,-33.49131282536792,73.2510279667553,-21.30642213766928,-57.72764764540237
hubtown,45.79999923706055,-35.53835711492284,60.984175778027264,303.52420879064186,153.73961868664935,
hudco,63.849998474121094,77.85514139350141,30.241237276246153,100.65772224829664,93.80052082627766,37.86146342459829
huhtamaki,257.70001220703125,29.04357343271336,-17.53599609375,20.59542275699819,4.373603063060992,-4.62607334031933
hybridfin,257.70001220703125,,,,,
ibrealest,67.5,-5.726254974157556,-60.3291199404535,14.213200918367413,-40.84136643059675,-53.782952009881804
ibulhsgfin,149.0500030517578,45.06083022068887,-47.45284461167578,-30.896148980319055,-74.85088137016847,-86.54609795643577
icdsltd,24.149999618530273,-31.9718320604781,-17.152658886559866,,,
icemake,510.29998779296875,306.9377843569306,843.2532387908891,1170.7211384694037,626.1908432650796,
icicibank,986.9500122070312,23.291694216993285,46.285345546011584,161.309359516753,130.83671191579597,234.65747421413585
icicigi,1358.800048828125,14.343423801405306,-7.98720666158244,2.673462068904449,29.71640148971286,75.64932024253208
icicipruli,567.8499755859375,7.354185174624931,-11.968066610026646,28.649660698791102,53.03820677424865,39.177281186485565
icil,213.0,55.815658196866515,-5.3726394709771235,426.6117671358261,608.5288983514491,177.41255245392088
icra,5693.39990234375,41.60220786145331,49.824339921509825,131.56357924045304,84.46788315988704,
idbi,60.5,72.85714285714285,61.54872835108416,53.35867890992682,75.6168321049344,-2.8112449799196786
idea,7.900000095367432,-9.71428462437221,-5.389224737054301,-4.819278146691422,-29.777776930067272,-75.91574530860407
idfc,117.8499984741211,120.0746968312937,100.76660467187983,521.8997030575351,258.31476828406056,174.47830883875085
idfcfirstb,87.0999984741211,143.6363593681709,70.28347189795018,221.40220386741322,104.22038770918,117.20698700358277
iel,87.0999984741211,,,,,
iex,126.9000015258789,-18.023256444349332,-12.855400433076209,130.7040577567496,195.87385587721786,173.22402316017303
ifbagro,530.4500122070312,-10.608360232069355,-8.818218786930597,87.07460237816484,44.35977536671339,
ifbind,829.2000122070312,-8.7487618501195,-21.28346373750457,116.1626691901744,12.663045136824898,
ifci,13.25,38.02082784887839,-7.342658578530443,94.85293571099294,55.88235294117647,-19.696969696969695
ifglexpor,473.70001220703125,71.81718942083904,20.87960456171668,293.0068627822698,175.90817258451955,110.53004066030596
igarashi,545.9500122070312,58.24638034986413,0.7190303601356065,103.23449497852141,169.84579380573254,-14.575945544635774
igl,453.79998779296875,28.500635887307133,-15.152472706644312,13.581783429137445,52.16044111647427,47.62132997126023
igpl,455.70001220703125,-24.081630619403374,-33.855867024777375,175.23139578616508,98.72473109393053,2.664323386907371
iifl,588.25,69.74463157431258,109.46789364088683,728.0088991801753,323.2044121263217,67.72328225643514
iiflsec,64.55000305175781,-10.59555986126759,-41.29213130354093,58.88481078539803,,
iitl,105.0,35.92233009708738,39.53488372093023,88.0035861570404,43.83561643835616,
il&fsengg,17.350000381469727,59.90783199511297,168.9922619307248,375.342463784872,201.73913706903872,
il&fstrans,2.8499999046325684,-25.974026617422393,-55.118111064011444,111.11110031850073,0.0,
imagicaa,53.04999923706055,151.42179278655223,554.9382313415983,1028.7234338282904,950.4949947207992,
imfa,354.5,25.46452497451558,-1.71471717755527,326.1520084758945,294.39684306137354,148.7032752274859
impal,796.5,3.4415584415584415,6.858079849660077,58.56124434891513,52.7580685829256,
impexferro,3.049999952316284,-53.43511658777378,177.27271692811973,306.6666603088379,577.7777851363761,
incredible,27.5,25.85812137249139,-24.76060034464825,36.815917801436285,-66.90733994590383,-61.34926295117842
indbank,26.899999618530273,30.266344384779376,-17.103238871870026,284.28570883614674,249.35065305017875,103.78787884261216
indhotel,395.75,51.94854346384865,169.5844630605825,393.99148652820895,169.36050658636216,211.05925698495548
indiacem,215.14999389648438,15.022716057882732,9.805410981312068,76.757495123053,133.45196000573858,89.14098693679443
indiaglyco,616.8499755859375,-33.30991216335395,-10.52905271440424,123.91885412761674,186.96535542858132,32.80848431448496
indiamart,3033.050048828125,48.00419541113802,-15.98091350344946,182.4005714672148,363.3673388797369,
indianb,343.75,95.53469512670914,147.4802124585986,464.8039018803647,43.17175647302784,-1.9906069691082466
indiancard,225.89999389648438,-1.3752495583078592,4.269559317144343,142.64231750688757,126.92113206569664,60.38337529816117
indianhume,270.20001220703125,80.13334147135417,22.77254549589275,61.03515289303172,-5.005580734936066,-4.321027144390417
indigo,2565.300048828125,44.760458448735044,48.53222657002348,166.06855612404516,84.06617257548706,166.5703889973017
indigopnts,1547.0999755859375,11.88168360979239,-40.48700117449705,,,
indnippon,484.1000061035156,16.11897653894351,32.67781708665307,77.19662304087176,25.986558512310804,
indoamin,114.80000305175781,12.825555824823404,,,,
indoborax,169.8000030517578,40.15683112928955,,,,
indoco,313.6499938964844,-17.60147144996941,-28.889628289820994,55.93389006291333,110.1633406818475,60.535644526445076
indorama,46.04999923706055,-27.76470707912071,-13.764048836695958,185.13932089647514,73.12029540097379,67.15063706830745
indostar,175.25,42.47967479674797,-48.89180428130746,-36.06348190528105,-51.241622693555556,
indotech,467.1000061035156,114.90682907137968,90.41989412652329,394.0243162634479,396.914900110123,209.5427601037153
indothai,240.0,35.40197461212976,267.50901970350463,1287.0841860052885,900.4244857096038,
indowind,13.399999618530273,-3.2491028920224494,78.66666158040364,294.11762478442404,243.58972540660454,155.2380879720052
indramedco,124.5999984741211,108.7102125323091,48.953970354170806,149.1999969482422,247.62042862179845,
indswftlab,94.19999694824219,60.47699441890951,-13.815192755635316,170.3012943262916,196.22641260462376,14.389798049413463
indswftltd,12.0,28.34224075308241,137.62375340135958,361.53847846759203,207.69230016825014,
indterrain,56.599998474121094,5.893353912476929,28.490350634335236,88.66666158040366,-41.43818149970134,
indusindbk,1381.25,40.972649235412874,40.30737746462788,165.1501393448904,-6.1759433234770755,-31.025027993346576
