Symbol,Current Price,1-Year Return,2-Year Return,3-Year Return,4-Year Return,5-Year Return
bankindia,83.5,73.77731805580795,14.776632302405499,66.16915422885572,-2.110202798780227,-11.780244422743415
banswras,147.5,27.292340884573896,46.17158409682997,366.09217359722237,374.89373879471253,267.39467992697377
barbeque,697.75,-36.75217269010803,-21.327096539322564,,,
basf,2695.0,0.06311777897210752,-0.39361716142670927,102.83177911997916,118.77653270335298,
basml,45.599998474121094,-16.176475744346288,-49.13552961741119,6.355681572294096,-32.56992692995709,-60.165272368367205
bataindia,1757.0,-3.9313261224925413,10.440197214637884,36.500574231378735,31.596817395196837,92.93015607358917
bayercrop,4584.25,-12.922278825850753,-18.309384148657866,-17.52428359741954,44.031518185725304,10.644248558956308
bbl,3765.85009765625,114.05388467786912,179.65405394821397,392.03366356641357,292.3674541697234,231.49144935778986
bbox,198.85000610351562,48.89554590758829,-18.849978961875504,201.2422355223257,846.4540882306242,767.5829207748795
bbtc,1071.25,14.553811905337193,-15.75586857705072,-15.350194910968327,18.7123434564232,-30.514155406609156
bbtcl,228.6999969482422,1.6444430881076388,198.6769251432647,547.8344046228184,474.95304652843527,
bcg,25.75,-48.03228981537404,-33.13361868714135,331.94879612781034,793.483044489369,616.7501267712723
bclind,458.29998779296875,21.323623505749502,92.39597952996296,,,
bconcepts,341.1000061035156,159.8857189360119,944.7166620594317,2174.0000406901045,576.7857059059232,
bcp,341.1000061035156,,,,,
bdl,1188.949951171875,62.669299693212544,206.7149932527367,221.9284349743929,327.16051250693624,253.10657009407288
beardsell,27.75,60.40463135138854,102.5655344905291,258.0115619908594,104.94835964801379,
bectorfood,870.9500122070312,182.45500080017712,93.04229578048691,,,
bedmutha,67.69999694824219,-1.0233984824866917,95.10085146899371,365.2920691461718,301.7803882229771,241.91918968120495
bel,125.3499984741211,37.671602715779464,114.56780191702052,338.0666847618291,364.22386893134103,341.0977349673762
beml,2054.300048828125,64.2323291301042,59.279024262263306,219.34913510217277,145.2729522378856,133.73590195018508
bepl,86.25,21.137645641611748,-23.57755904710715,175.73414475801133,114.33300394882228,-12.11662247087575
bergepaint,711.6500244140625,19.234322446846697,-16.405793111458355,38.12859895182814,136.39699017262532,130.7926365193439
bestagro,711.6500244140625,,,,,
bfinvest,403.8999938964844,54.30754303590616,1.4951580618014106,30.690829914238737,49.45420680720976,60.309584754413436
bfutilitie,379.8500061035156,18.33333523474007,-23.969175047445486,52.55020325442394,84.93184877841281,16.912900350665673
bgrenergy,63.599998474121094,-15.761591425005172,-3.7821483475204296,49.47120943477302,30.46153533153045,-29.840046989999813
bhagchem,1199.5,12.803877137349797,,,,
bhageria,149.64999389648438,-18.06734251450483,-47.43590183352003,27.447586286703533,22.877482938193356,1.5911783192864362
bhagyangr,69.05000305175781,59.46883202865693,39.63599997253727,282.54850953114305,186.5145309493428,
bhandari,4.449999809265137,-23.275867880595374,27.535264175110242,246.37614942795372,167.01196948353214,
bharatforg,905.6500244140625,26.8506210420012,15.032073021194636,136.69270793662008,108.09038519279555,45.70017568659366
bharatgear,127.3499984741211,38.47408238833508,64.03101334337514,371.2234589518452,119.51486507287991,21.726198332968465
bharatras,9217.7001953125,-24.468913577634872,-31.26459655842545,-2.665033782895412,122.71080775367267,22.396683294541873
bharatwire,205.5,228.27476838510455,159.30599369085175,815.3674521884213,522.7272727272727,113.50649350649351
bhartiartl,878.0999755859375,30.108155848459184,60.14955227711899,55.218534746716166,145.78251833294937,159.46234404664366
bhel,100.55000305175781,90.79696697550754,57.23221556242566,164.60527118883635,57.88458242878743,46.76790857047149
bigbloc,154.10000610351562,42.35566383696593,636.2440291017331,1956.9414800073782,2716.0939153606287,837.5811564634297
bikaji,154.10000610351562,,,,,
bil,200.9499969482422,-4.104035303397952,-14.525737247423562,42.92317796934829,-32.62038474164049,-54.44054776542636
binaniind,16.600000381469727,199.09909569339595,199.09909569339595,199.09909569339595,5.396827818855407,
bindalagro,16.600000381469727,,,,,
biocon,252.9499969482422,-21.75997324496545,-36.4686673801615,-40.663850764385536,2.7704696498707224,-13.27504596691763
biofilchem,45.95000076293945,-13.627819353436072,-35.82401991314638,157.42296796049726,699.1304480511209,
birlacable,186.8000030517578,44.750095803437006,74.70960818109846,269.2105325261673,112.8551033498169,98.17169778655223
birlacorpn,1240.5,25.702997485859896,-15.211991797014917,124.49611855098462,112.04099485608138,64.2811289322639
birlamoney,60.0,9.890112961153944,-21.773138999616243,50.753771734070355,37.142857142857146,6.2887496706487065
blal,60.0,,,,,
blblimited,18.649999618530273,24.333330790201824,64.31717173312782,272.99999237060547,360.49379605452003,230.08848325191798
blissgvs,90.8499984741211,17.301487480798453,-17.373549773871513,-13.438227563881691,-41.48796369665408,-45.15084438901544
blkashyap,39.849998474121094,66.736397950502,72.13822518693871,624.5454268022016,248.03492696895228,19.84961947104088
bls,242.35000610351562,103.22851664865043,659.499602919234,1364.1138213874058,1508.0603230808958,552.9114302612803
bluecoast,6.199999809265137,-9.48905261922478,9.734508046268225,54.99999523162842,69.86300403482609,
bluedart,6527.4501953125,-21.33896457451417,15.113309587151402,211.56140104322893,155.35077017525663,85.08840118447445
bluestarco,774.9500122070312,56.75347908106827,82.2018432882138,217.19298973164604,127.1227362241522,148.79633365423788
bodalchem,70.1500015258789,-23.249452565909746,-40.81748800654266,-11.890367162239976,-23.46133976894978,-43.930702070198244
bohraind,63.20000076293945,-47.33333269755045,1520.5128004486671,3316.216213429732,690.0000095367432,
bomdyeing,110.19999694824219,15.392666961510143,6.834702198811442,60.05809642779219,11.096844260498301,-58.01031069291066
boroltd,462.8500061035156,32.24285888671875,110.23203791605837,,,
bororenew,495.29998779296875,-21.517983369732637,72.18842284113195,493.1736380754117,1109.6388074429726,476.7356493388236
boschltd,18262.25,11.153891235931122,21.300736773512426,43.17471898950682,19.335404093340543,1.855092197963502
bpcl,369.1000061035156,13.709180272106606,-11.654083877082815,-7.627158190701409,35.77867750530865,24.473727760325477
bpl,63.0,-5.617977528089887,43.507967677089276,254.92957746478874,202.88462649435726,13.309355627632296
brigade,574.0,21.288959323824617,82.86592518890026,299.8049952795211,228.45450028944558,355.0588092977119
britannia,4809.4501953125,24.773323329260894,39.817725653878895,29.213137276907453,84.1057275507364,57.92423055108515
brnl,30.450000762939453,-10.96491203609462,-14.466286325617,-16.115698614529247,-63.191403493676034,
brooks,98.69999694824219,21.25306523104084,9.849748051659791,225.74257238765938,189.17700224882805,42.75605078117543
bse,837.25,27.814673017689806,-26.89001319203839,69.64574441903693,49.61112026658311,260.30641862025203
bshsl,280.8999938964844,575.971584246379,770.3330150774794,3277.2158174486067,3495.519482968813,
bsl,170.5500030517578,58.20964584747921,170.9293105396842,618.1052760074012,483.0769335102831,
bsoft,425.70001220703125,30.582825830377686,7.350023937497927,305.75988215824765,487.46397664182916,142.88509649003063
btml,127.4000015258789,-13.568516417070548,74.52055003545055,,,
burnpur,4.599999904632568,8.23529187370749,113.95347444607604,187.49998975545182,155.55555702727523,-20.000001658564027
butterfly,1185.9000244140625,-25.739687487148583,60.492611187375076,859.3790581489853,612.6815709721562,
bvcl,33.45000076293945,39.95816442191414,45.119313970116934,151.50376152807593,109.06250476837158,
byke,35.70000076293945,0.0,24.173915697180707,139.5973266908102,50.31579268606086,-69.88612412995623
calsoft,14.699999809265137,-32.10161631280871,30.66666497124566,67.04544875740032,-9.538462712214542,
camlinfine,157.3000030517578,33.24862260511017,-20.974629168502947,165.9340642331801,161.51288289507545,
campus,290.0,-29.328622959288058,,,,
cams,2371.39990234375,-1.6322761653531057,-27.419916102815183,,,
canbk,327.25,44.13124668639657,124.06709562616562,214.66346153846155,18.870328554499874,16.979445933869528
canfinhome,721.7000122070312,27.26151353848293,36.481708226392584,98.48541629020154,100.76435684078405,123.6201386352861
cantabil,958.4000244140625,-16.726040135241472,128.9069639140192,227.06525943411452,318.2355278405608,
capacite,217.89999389648438,98.45171934446132,-7.177851375299521,112.27471082068128,-19.29301458121397,-23.20843812190205
caplipoint,912.7000122070312,20.393093470502087,15.446003778904007,143.26525506109294,123.72919773979856,106.92000039021465
captrust,95.30000305175781,-7.922702365451389,-14.260007428277685,22.414906768993003,-23.90755670826812,
carboruniv,1240.550048828125,58.34450564796244,86.5060675668372,437.1538723379064,267.69183831428694,245.52841983328247
careerp,189.5500030517578,74.78101280373538,23.525582809683566,42.59259620626194,220.4059203531743,102.96174992488405
carerating,710.75,60.07882882882883,2.7019013242497665,69.19431262405874,-10.223560520911642,-35.859141949195724
