SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
CAPACITE.NS,Capacit'e Infraprojects Limited,EQ,25-Sep-17,10,1,INE264T01014,10
CAPLIPOINT.NS,Caplin Point Laboratories Limited,EQ,23-Jun-14,2,1,INE475E01026,2
CAPTRUST.NS,Capital Trust Limited,EQ,16-Jan-17,10,1,INE707C01018,10
CARBORUNIV.NS,Carborundum Universal Limited,EQ,3-Apr-96,1,1,INE120A01034,1
CAREERP.NS,Career Point Limited,EQ,6-Oct-10,10,1,INE521J01018,10
CARERATING.NS,CARE Ratings Limited,EQ,26-Dec-12,10,1,INE752H01013,10
CARTRADE.NS,Cartrade Tech Limited,EQ,20-Aug-21,10,1,INE290S01011,10
CARYSIL.NS,CARYSIL LIMITED,EQ,14-Jan-21,2,1,INE482D01024,2
CASTROLIND.NS,Castrol India Limited,EQ,14-Mar-14,5,1,INE172A01027,5
CCCL.NS,Consolidated Construction Consortium Limited,BE,15-Oct-07,2,1,INE429I01024,2
CCHHL.NS,Country Club Hospitality & Holidays Limited,BE,3-Feb-15,2,1,INE652F01027,2
CCL.NS,CCL Products (India) Limited,EQ,7-Jun-04,2,1,INE421D01022,2
CDSL.NS,Central Depository Services (India) Limited,EQ,30-Jun-17,10,1,INE736A01011,10
CEATLTD.NS,CEAT Limited,EQ,1-Feb-08,10,1,INE482A01020,10
CELEBRITY.NS,Celebrity Fashions Limited,EQ,12-Jan-06,10,1,INE185H01016,10
CENTENKA.NS,Century Enka Limited,EQ,10-May-95,10,1,INE485A01015,10
CENTEXT.NS,Century Extrusions Limited,EQ,20-Jul-04,1,1,INE281A01026,1
CENTRALBK.NS,Central Bank of India,EQ,21-Aug-07,10,1,INE483A01010,10
CENTRUM.NS,Centrum Capital Limited,EQ,4-Apr-18,1,1,INE660C01027,1
CENTUM.NS,Centum Electronics Limited,EQ,5-Oct-07,10,1,INE320B01020,10
CENTURYPLY.NS,Century Plyboards (India) Limited,EQ,23-Mar-06,1,1,INE348B01021,1
CENTURYTEX.NS,Century Textiles & Industries Limited,EQ,27-Jun-03,10,1,INE055A01016,10
CERA.NS,Cera Sanitaryware Limited,EQ,2-Nov-07,5,1,INE739E01017,5
CEREBRAINT.NS,Cerebra Integrated Technologies Limited,EQ,26-Jun-13,10,1,INE345B01019,10
CESC.NS,CESC Limited,EQ,8-Feb-95,1,1,INE486A01021,1
CGCL.NS,Capri Global Capital Limited,EQ,29-Oct-10,2,1,INE180C01026,2
CGPOWER.NS,CG Power and Industrial Solutions Limited,EQ,1-Mar-95,2,1,INE067A01029,2
CHALET.NS,Chalet Hotels Limited,EQ,7-Feb-19,10,1,INE427F01016,10
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,EQ,14-Jun-95,10,1,INE085A01013,10
CHEMBOND.NS,Chembond Chemicals Ltd,EQ,20-Nov-19,5,1,INE995D01025,5
CHEMCON.NS,Chemcon Speciality Chemicals Limited,EQ,1-Oct-20,10,1,INE03YM01018,10
CHEMFAB.NS,Chemfab Alkalis Limited,EQ,25-Apr-18,10,1,INE783X01023,10
CHEMPLASTS.NS,Chemplast Sanmar Limited,EQ,24-Aug-21,5,1,INE488A01050,5
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,EQ,7-Jun-00,10,1,INE178A01016,10
CHEVIOT.NS,Cheviot Company Limited,EQ,20-Jun-22,10,1,INE974B01016,10
CHOICEIN.NS,Choice International Limited,EQ,8-Apr-22,10,1,INE102B01014,10
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,EQ,15-May-96,2,1,INE121A01024,2
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,EQ,25-Sep-17,1,1,INE149A01033,1
CIGNITITEC.NS,Cigniti Technologies Limited,EQ,13-Oct-14,10,1,INE675C01017,10
CINELINE.NS,Cineline India Limited,EQ,13-Jun-12,5,1,INE704H01022,5
CINEVISTA.NS,Cinevista Limited,EQ,2-May-00,2,1,INE039B01026,2
CIPLA.NS,Cipla Limited,EQ,8-Feb-95,2,1,INE059A01026,2
CLEAN.NS,Clean Science and Technology Limited,EQ,19-Jul-21,1,1,INE227W01023,1
CLEDUCATE.NS,CL Educate Limited,EQ,31-Mar-17,5,1,INE201M01029,5
CLSEL.NS,Chaman Lal Setia Exports Limited,EQ,12-May-21,2,1,INE419D01026,2
CMICABLES.NS,CMI Limited,BE,29-Nov-16,10,1,INE981B01011,10
CMSINFO.NS,CMS Info Systems Limited,EQ,31-Dec-21,10,1,INE925R01014,10
COALINDIA.NS,Coal India Limited,EQ,4-Nov-10,10,1,INE522F01014,10
COASTCORP.NS,Coastal Corporation Limited,EQ,8-Oct-21,10,1,INE377E01016,10
COCHINSHIP.NS,Cochin Shipyard Limited,EQ,11-Aug-17,10,1,INE704P01017,10
COFFEEDAY.NS,Coffee Day Enterprises Limited,EQ,2-Nov-15,10,1,INE335K01011,10
COFORGE.NS,Coforge Limited,EQ,30-Aug-04,10,1,INE591G01017,10
COLPAL.NS,Colgate Palmolive (India) Limited,EQ,17-Dec-07,1,1,INE259A01022,1
COMPINFO.NS,Compuage Infocom Limited,EQ,7-Jul-16,2,1,INE070C01037,2
COMPUSOFT.NS,Compucom Software Limited,EQ,2-Mar-12,2,1,INE453B01029,2
CONCOR.NS,Container Corporation of India Limited,EQ,7-May-97,5,1,INE111A01025,5
CONFIPET.NS,Confidence Petroleum India Limited,EQ,13-Jun-19,1,1,INE552D01024,1
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,EQ,29-Mar-05,10,1,INE025A01027,10
CONTROLPR.NS,Control Print Limited,EQ,24-Jun-16,10,1,INE663B01015,10
CORALFINAC.NS,Coral India Finance & Housing Limited,EQ,25-Mar-96,2,1,INE558D01021,2
CORDSCABLE.NS,Cords Cable Industries Limited,EQ,13-Feb-08,10,1,INE792I01017,10
COROMANDEL.NS,Coromandel International Limited,EQ,31-May-95,1,1,INE169A01031,1
COSMOFIRST.NS,COSMO FIRST LIMITED,EQ,25-May-95,10,1,INE757A01017,10
COUNCODOS.NS,Country Condo's Limited,EQ,22-Jan-09,1,1,INE695B01025,1
CRAFTSMAN.NS,Craftsman Automation Limited,EQ,25-Mar-21,5,1,INE00LO01017,5
CREATIVE.NS,Creative Newtech Limited,EQ,5-Aug-19,10,1,INE985W01018,10
CREATIVEYE.NS,Creative Eye Limited,BE,20-Dec-00,5,1,INE230B01021,5
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,EQ,23-Aug-18,10,1,INE741K01010,10
CREST.NS,Crest Ventures Limited,EQ,27-Dec-06,10,1,INE559D01011,10
CRISIL.NS,CRISIL Limited,EQ,28-Jun-95,1,1,INE007A01025,1
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,EQ,13-May-16,2,1,INE299U01018,2
CROWN.NS,Crown Lifters Limited,EQ,8-Feb-22,10,1,INE491V01019,10
CSBBANK.NS,CSB Bank Limited,EQ,4-Dec-19,10,1,INE679A01013,10
CSLFINANCE.NS,CSL Finance Limited,EQ,21-Jul-22,10,1,INE718F01018,10
CTE.NS,Cambridge Technology Enterprises Limited,EQ,7-Feb-07,10,1,INE627H01017,10
CUB.NS,City Union Bank Limited,EQ,25-Aug-98,1,1,INE491A01021,1
CUBEXTUB.NS,Cubex Tubings Limited,EQ,24-Apr-96,10,1,INE144D01012,10
CUMMINSIND.NS,Cummins India Limited,EQ,29-Mar-95,2,1,INE298A01020,2
CUPID.NS,Cupid Limited,EQ,16-Sep-16,10,1,INE509F01011,10
CYBERMEDIA.NS,Cyber Media (India) Limited,EQ,10-Jun-05,10,1,INE278G01037,10
CYBERTECH.NS,Cybertech Systems And Software Limited,EQ,27-Jan-99,10,1,INE214A01019,10
CYIENT.NS,Cyient Limited,EQ,30-Sep-98,5,1,INE136B01020,5
DAAWAT.NS,LT Foods Limited,EQ,18-Dec-06,1,1,INE818H01020,1
DABUR.NS,Dabur India Limited,EQ,28-Apr-99,1,1,INE016A01026,1
DALBHARAT.NS,Dalmia Bharat Limited,EQ,22-Jan-19,2,1,INE00R701025,2
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,EQ,17-Jan-96,2,1,INE495A01022,2
DAMODARIND.NS,Damodar Industries Limited,EQ,4-Jul-16,5,1,INE497D01022,5
DANGEE.NS,Dangee Dums Limited,EQ,13-Nov-20,1,1,INE688Y01022,1
DATAMATICS.NS,Datamatics Global Services Limited,EQ,7-May-04,5,1,INE365B01017,5
DATAPATTNS.NS,Data Patterns (India) Limited,EQ,24-Dec-21,2,1,INE0IX101010,2
DBCORP.NS,D.B.Corp Limited,EQ,6-Jan-10,10,1,INE950I01011,10
DBL.NS,Dilip Buildcon Limited,EQ,11-Aug-16,10,1,INE917M01012,10
DBOL.NS,Dhampur Bio Organics Limited,EQ,8-Sep-22,10,1,INE0I3401014,10
DBREALTY.NS,D B Realty Limited,EQ,24-Feb-10,10,1,INE879I01012,10
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,EQ,29-Feb-12,2,1,INE921B01025,2
DCAL.NS,Dishman Carbogen Amcis Limited,EQ,21-Sep-17,2,1,INE385W01011,2
DCBBANK.NS,DCB Bank Limited,EQ,27-Oct-06,10,1,INE503A01015,10
DCI.NS,Dc Infotech And Communication Limited,EQ,19-Oct-22,10,1,INE0A1101019,10
DCM.NS,DCM  Limited,EQ,29-Mar-95,10,1,INE498A01018,10
DCMFINSERV.NS,DCM Financial Services Limited,BE,21-May-97,10,1,INE891B01012,10
DCMNVL.NS,DCM Nouvelle Limited,EQ,16-Jul-19,10,1,INE08KP01019,10
DCMSHRIRAM.NS,DCM Shriram Limited,EQ,12-Apr-95,2,1,INE499A01024,2
DCMSRIND.NS,DCM Shriram Industries Limited,EQ,24-Dec-21,2,1,INE843D01027,2
DCW.NS,DCW Limited,EQ,25-May-95,2,1,INE500A01029,2
DCXINDIA.NS,DCX Systems Limited,EQ,11-Nov-22,2,1,INE0KL801015,2
DECCANCE.NS,Deccan Cements Limited,EQ,2-Aug-07,5,1,INE583C01021,5
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-Jan-03,10,1,INE501A01019,10
DEEPAKNTR.NS,Deepak Nitrite Limited,EQ,29-Sep-10,2,1,INE288B01029,2
DEEPENR.NS,DEEP ENERGY RESOURCES LIMITED,EQ,9-Mar-10,10,1,INE677H01012,10
DEEPINDS.NS,Deep Industries Limited,EQ,27-Apr-21,5,1,INE0FHS01024,5
DELHIVERY.NS,Delhivery Limited,EQ,24-May-22,1,1,INE148O01028,1
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,EQ,28-Jun-11,10,1,INE726L01019,10
DELTACORP.NS,Delta Corp Limited,EQ,2-Nov-07,1,1,INE124G01033,1
DELTAMAGNT.NS,Delta Manufacturing Limited,EQ,18-Oct-95,10,1,INE393A01011,10
DEN.NS,Den Networks Limited,EQ,24-Nov-09,10,1,INE947J01015,10
DENORA.NS,De Nora India Limited,EQ,7-Aug-97,10,1,INE244A01016,10
DEVIT.NS,Dev Information Technology Limited,EQ,15-Feb-22,5,1,INE060X01026,5
DEVYANI.NS,Devyani International Limited,EQ,16-Aug-21,1,1,INE872J01023,1
DGCONTENT.NS,Digicontent Limited,EQ,18-Jun-19,2,1,INE03JI01017,2
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ,29-Mar-95,10,1,INE041A01016,10
DHANBANK.NS,Dhanlaxmi Bank Limited,EQ,1-Apr-04,10,1,INE680A01011,10
DHANI.NS,Dhani Services Limited,EQ,2-Apr-08,2,1,INE274G01010,2
DHANUKA.NS,Dhanuka Agritech Limited,EQ,29-Jun-11,2,1,INE435G01025,2
DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ,8-Dec-22,10,1,INE00OQ01016,10
DHARSUGAR.NS,Dharani Sugars&Chemicals Limited,BZ,22-May-96,10,1,INE988C01014,10
DHRUV.NS,Dhruv Consultancy Services Limited,EQ,25-Nov-21,10,1,INE506Z01015,10
DHUNINV.NS,Dhunseri Investments Limited,EQ,18-Mar-11,10,1,INE320L01011,10
DIAMONDYD.NS,Prataap Snacks Limited,EQ,5-Oct-17,5,1,INE393P01035,5
DICIND.NS,DIC India Limited,EQ,30-Aug-95,10,1,INE303A01010,10
DIGISPICE.NS,DiGiSPICE Technologies Limited,EQ,27-May-08,3,1,INE927C01020,3
DIGJAMLMTD.NS,Digjam Limited,BE,18-Oct-21,10,1,INE731U01028,10
DIL.NS,Debock Industries Limited,EQ,31-Mar-22,10,1,INE411Y01011,10
DISHTV.NS,Dish TV India Limited,EQ,18-Apr-07,1,1,INE836F01026,1
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ,14-Mar-23,5,1,INE753U01022,5
DIVISLAB.NS,Divi's Laboratories Limited,EQ,12-Mar-03,2,1,INE361B01024,2
DIXON.NS,Dixon Technologies (India) Limited,EQ,18-Sep-17,2,1,INE935N01020,2
DJML.NS,DJ Mediaprint & Logistics Limited,EQ,5-Dec-22,10,1,INE0B1K01014,10
DLF.NS,DLF Limited,EQ,5-Jul-07,2,1,INE271C01023,2
DLINKINDIA.NS,D-Link (India) Limited,EQ,18-Dec-09,2,1,INE250K01012,2
DMART.NS,Avenue Supermarts Limited,EQ,21-Mar-17,10,1,INE192R01011,10
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,EQ,1-Dec-21,10,1,INE505A01010,10
DNAMEDIA.NS,Diligent Media Corporation Limited,EQ,11-Dec-17,1,1,INE016M01021,1
DODLA.NS,Dodla Dairy Limited,EQ,28-Jun-21,10,1,INE021O01019,10
DOLATALGO.NS,Dolat Algotech Limited,EQ,19-Aug-19,1,1,INE966A01022,1
DOLLAR.NS,Dollar Industries Limited,EQ,21-Apr-17,2,1,INE325C01035,2
DONEAR.NS,Donear Industries Limited,EQ,20-Dec-06,2,1,INE668D01028,2
DPABHUSHAN.NS,D. P. Abhushan Limited,EQ,3-Nov-20,10,1,INE266Y01019,10
DPSCLTD.NS,DPSC Limited,EQ,21-Apr-08,1,1,INE360C01024,1
DPWIRES.NS,D P Wires Limited,EQ,17-Jan-20,10,1,INE864X01013,10
DRCSYSTEMS.NS,DRC Systems India Limited,EQ,10-Mar-21,1,1,INE03RS01027,1
DREAMFOLKS.NS,Dreamfolks Services Limited,EQ,6-Sep-22,2,1,INE0JS101016,2
DREDGECORP.NS,Dredging Corporation of India Limited,EQ,15-Jan-04,10,1,INE506A01018,10
DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ,30-May-03,5,1,INE089A01023,5
DSSL.NS,Dynacons Systems & Solutions Limited,EQ,1-Dec-11,10,1,INE417B01040,10
DTIL.NS,Dhunseri Tea & Industries Limited,EQ,20-Jan-15,10,1,INE341R01014,10
DUCON.NS,Ducon Infratechnologies Limited,BE,9-Oct-12,1,1,INE741L01018,1
DVL.NS,Dhunseri Ventures Limited,EQ,11-Jan-08,10,1,INE477B01010,10
DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ,31-Dec-04,1,1,INE366A01041,1
DYCL.NS,Dynamic Cables Limited,EQ,27-Jul-22,10,1,INE600Y01019,10
DYNAMATECH.NS,Dynamatic Technologies Limited,EQ,14-Sep-06,10,1,INE221B01012,10
DYNPRO.NS,Dynemic Products Limited,EQ,19-Jul-17,10,1,INE256H01015,10
E2E.NS,E2E Networks Limited,EQ,12-Apr-22,10,1,INE255Z01019,10
EASEMYTRIP.NS,Easy Trip Planners Limited,EQ,19-Mar-21,1,1,INE07O001026,1
EASTSILK.NS,Eastern Silk Industries Limited,BE,3-Jul-96,2,1,INE962C01027,2
ECLERX.NS,eClerx Services Limited,EQ,31-Dec-07,10,1,INE738I01010,10
EDELWEISS.NS,Edelweiss Financial Services Limited,EQ,12-Dec-07,1,1,INE532F01054,1
EICHERMOT.NS,Eicher Motors Limited,EQ,7-Sep-04,1,1,INE066A01021,1
EIDPARRY.NS,EID Parry India Limited,EQ,10-May-95,1,1,INE126A01031,1
EIFFL.NS,Euro India Fresh Foods Limited,EQ,12-Oct-21,10,1,INE546V01010,10
EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ,8-Apr-08,10,1,INE276C01014,10
EIHOTEL.NS,EIH Limited,EQ,8-Feb-95,2,1,INE230A01023,2
EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ,17-Apr-96,10,1,INE158B01016,10
EKC.NS,Everest Kanto Cylinder Limited,EQ,15-Dec-05,2,1,INE184H01027,2
ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ,12-Apr-22,2,1,INE668G01021,2
ELECON.NS,Elecon Engineering Company Limited,EQ,29-Sep-06,2,1,INE205B01023,2
ELECTCAST.NS,Electrosteel Castings Limited,EQ,20-Jun-03,1,1,INE086A01029,1
ELECTHERM.NS,Electrotherm (India) Limited,EQ,20-Aug-07,10,1,INE822G01016,10
ELGIEQUIP.NS,Elgi Equipments Limited,EQ,22-Nov-95,1,1,INE285A01027,1
ELGIRUBCO.NS,Elgi Rubber Company Limited,EQ,10-Aug-11,1,1,INE819L01012,1
ELIN.NS,Elin Electronics Limited,EQ,30-Dec-22,5,1,INE050401020,5
EMAMILTD.NS,Emami Limited,EQ,3-Aug-06,1,1,INE548C01032,1
EMAMIPAP.NS,Emami Paper Mills Limited,EQ,30-May-19,2,1,INE830C01026,2
EMAMIREAL.NS,Emami Realty Limited,EQ,28-Jul-10,2,1,INE778K01012,2
EMIL.NS,Electronics Mart India Limited,EQ,17-Oct-22,10,1,INE02YR01019,10
EMKAY.NS,Emkay Global Financial Services Limited,EQ,28-Apr-06,10,1,INE296H01011,10
EMMBI.NS,Emmbi Industries Limited,EQ,24-Feb-10,10,1,INE753K01015,10
EMUDHRA.NS,eMudhra Limited,EQ,1-Jun-22,5,1,INE01QM01018,5
ENDURANCE.NS,Endurance Technologies Limited,EQ,19-Oct-16,10,1,INE913H01037,10
ENERGYDEV.NS,Energy Development Company Limited,EQ,2-Nov-07,10,1,INE306C01019,10
ENGINERSIN.NS,Engineers India Limited,EQ,20-Aug-97,5,1,INE510A01028,5
ENIL.NS,Entertainment Network (India) Limited,EQ,15-Feb-06,10,1,INE265F01028,10
EPL.NS,EPL Limited,EQ,11-Feb-02,2,1,INE255A01020,2
EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ,2-Nov-20,10,1,INE063P01018,10
ERIS.NS,Eris Lifesciences Limited,EQ,29-Jun-17,1,1,INE406M01024,1
EROSMEDIA.NS,Eros International Media Limited,EQ,6-Oct-10,10,1,INE416L01017,10
ESABINDIA.NS,Esab India Limited,EQ,1-Nov-95,10,1,INE284A01012,10
ESCORTS.NS,Escorts Kubota Limited,EQ,1-Mar-95,10,1,INE042A01014,10
ESSARSHPNG.NS,Essar Shipping Limited,EQ,15-Nov-11,10,1,INE122M01019,10
ESSENTIA.NS,Integra Essentia Limited,EQ,20-Aug-13,1,1,INE418N01035,1
ESTER.NS,Ester Industries Limited,EQ,20-Jun-11,5,1,INE778B01029,5
ETHOSLTD.NS,Ethos Limited,EQ,30-May-22,10,1,INE04TZ01018,10
EUROTEXIND.NS,Eurotex Industries and Exports Limited,EQ,31-Jan-96,10,1,INE022C01012,10
EVEREADY.NS,Eveready Industries India Limited,EQ,27-Apr-05,5,1,INE128A01029,5
EVERESTIND.NS,Everest Industries Limited,EQ,29-Mar-95,10,1,INE295A01018,10
EXCEL.NS,Excel Realty N Infra Limited,EQ,3-Aug-09,1,1,INE688J01023,1
EXCELINDUS.NS,Excel Industries Limited,EQ,16-Jun-04,5,1,INE369A01029,5
EXIDEIND.NS,Exide Industries Limited,EQ,17-Jun-03,1,1,INE302A01020,1
EXPLEOSOL.NS,Expleo Solutions Limited,EQ,26-Oct-09,10,1,INE201K01015,10
EXXARO.NS,Exxaro Tiles Limited,EQ,16-Aug-21,10,1,INE0GFE01018,10
FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ,12-Apr-95,10,1,INE188A01015,10
FAIRCHEMOR.NS,Fairchem Organics Limited,EQ,24-Dec-20,10,1,INE0DNW01011,10
FAZE3Q.NS,Faze Three Limited,EQ,18-Nov-22,10,1,INE963C01033,10
FCL.NS,Fineotex Chemical Limited,EQ,15-Jan-15,2,1,INE045J01026,2
FCONSUMER.NS,Future Consumer Limited,BE,4-Jul-13,6,1,INE220J01025,6
FCSSOFT.NS,FCS Software Solutions Limited,EQ,21-Sep-05,1,1,INE512B01022,1
FDC.NS,FDC Limited,EQ,7-Aug-97,1,1,INE258B01022,1
FEDERALBNK.NS,The Federal Bank  Limited,EQ,8-Feb-95,2,1,INE171A01029,2
FIBERWEB.NS,Fiberweb (India) Limited,EQ,16-Feb-22,10,1,INE296C01020,10
FIEMIND.NS,Fiem Industries Limited,EQ,19-Oct-06,10,1,INE737H01014,10
FILATEX.NS,Filatex India Limited,EQ,29-Aug-11,1,1,INE816B01035,1
FINCABLES.NS,Finolex Cables Limited,EQ,15-Feb-95,2,1,INE235A01022,2
FINEORG.NS,Fine Organic Industries Limited,EQ,2-Jul-18,5,1,INE686Y01026,5
FINOPB.NS,Fino Payments Bank Limited,EQ,12-Nov-21,10,1,INE02NC01014,10
FINPIPE.NS,Finolex Industries Limited,EQ,8-Feb-95,2,1,INE183A01024,2
FIVESTAR.NS,Five-Star Business Finance Limited,EQ,21-Nov-22,1,1,INE128S01021,1
FLEXITUFF.NS,Flexituff Ventures International Limited,EQ,19-Oct-11,10,1,INE060J01017,10
FLFL.NS,Future Lifestyle Fashions Limited,BZ,1-Oct-13,2,1,INE452O01016,2
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ,16-Oct-19,1,1,INE09N301011,1
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ,8-Feb-95,10,1,INE529A01010,10
FMNL.NS,Future Market Networks Limited,BE,31-Dec-10,10,1,INE360L01017,10
FOCUS.NS,Focus Lighting and Fixtures Limited,EQ,24-Nov-21,10,1,INE593W01010,10
FOODSIN.NS,Foods & Inns Limited,EQ,16-Nov-21,1,1,INE976E01023,1
FORCEMOT.NS,FORCE MOTORS LTD,EQ,3-Nov-94,10,1,INE451A01017,10
FORTIS.NS,Fortis Healthcare Limited,EQ,9-May-07,10,1,INE061F01013,10
FOSECOIND.NS,Foseco India Limited,EQ,5-May-03,10,1,INE519A01011,10
FSL.NS,Firstsource Solutions Limited,EQ,22-Feb-07,10,1,INE684F01012,10
FUSION.NS,Fusion Micro Finance Limited,EQ,15-Nov-22,10,1,INE139R01012,10
GABRIEL.NS,Gabriel India Limited,EQ,20-Apr-05,1,1,INE524A01029,1
GAEL.NS,Gujarat Ambuja Exports Limited,EQ,11-Oct-00,1,1,INE036B01030,1
GAIL.NS,GAIL (India) Limited,EQ,2-Apr-97,10,1,INE129A01019,10
GAL.NS,Gyscoal Alloys Limited,EQ,27-Oct-10,1,1,INE482J01021,1
GALAXYSURF.NS,Galaxy Surfactants Limited,EQ,8-Feb-18,10,1,INE600K01018,10
GALLANTT.NS,Gallantt Ispat Limited,EQ,4-Apr-06,10,1,INE297H01019,10
GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ,31-Jan-07,5,1,INE524B01027,5
GANECOS.NS,Ganesha Ecosphere Limited,EQ,9-Mar-15,10,1,INE845D01014,10
GANESHBE.NS,Ganesh Benzoplast Limited,EQ,16-Sep-21,1,1,INE388A01029,1
GANESHHOUC.NS,Ganesh Housing Corporation Limited,EQ,2-Mar-07,10,1,INE460C01014,10
GANGAFORGE.NS,Ganga Forging Limited,EQ,6-Jul-21,1,1,INE691Z01023,1
GANGESSECU.NS,Ganges Securities Limited,EQ,28-Jul-17,10,1,INE335W01016,10
GARFIBRES.NS,Garware Technical Fibres Limited,EQ,3-Apr-07,10,1,INE276A01018,10
GATEWAY.NS,Gateway Distriparks Limited,EQ,22-Mar-22,10,1,INE079J01017,10
GATI.NS,GATI Limited,EQ,10-Oct-06,2,1,INE152B01027,2
GAYAHWS.NS,Gayatri Highways Limited,BE,28-Jun-18,2,1,INE287Z01012,2
GEECEE.NS,GeeCee Ventures Limited,EQ,4-Oct-06,10,1,INE916G01016,10
GEEKAYWIRE.NS,Geekay Wires Limited,EQ,6-Mar-20,10,1,INE669X01016,10
GENCON.NS,Generic Engineering Construction and Projects Limited,EQ,16-Feb-21,5,1,INE854S01022,5
GENESYS.NS,Genesys International Corporation Limited,EQ,23-Jan-03,5,1,INE727B01026,5
GENUSPAPER.NS,Genus Paper & Boards Limited,EQ,16-Feb-15,1,1,INE949P01018,1
GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ,8-Jul-05,1,1,INE955D01029,1
GEOJITFSL.NS,Geojit Financial Services Limited,EQ,1-Jul-05,1,1,INE007B01023,1
GEPIL.NS,GE Power India Limited,EQ,19-Apr-00,10,1,INE878A01011,10
GESHIP.NS,The Great Eastern Shipping Company Limited,EQ,27-Nov-06,10,1,INE017A01032,10
GET&D.NS,GE T&D India Limited,EQ,30-Jun-08,2,1,INE200A01026,2
GFLLIMITED.NS,GFL Limited,EQ,25-May-95,1,1,INE538A01037,1
GHCL.NS,GHCL Limited,EQ,31-Jul-03,10,1,INE539A01019,10
GICHSGFIN.NS,GIC Housing Finance Limited,EQ,8-May-96,10,1,INE289B01019,10
GICRE.NS,General Insurance Corporation of India,EQ,25-Oct-17,5,1,INE481Y01014,5
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,EQ,14-Dec-09,10,1,INE047B01011,10
GILLETTE.NS,Gillette India Limited,EQ,30-Jul-03,10,1,INE322A01010,10
GINNIFILA.NS,Ginni Filaments Limited,BE,10-May-95,10,1,INE424C01010,10
GIPCL.NS,Gujarat Industries Power Company Limited,EQ,8-Feb-95,10,1,INE162A01010,10
GISO-RE.NS,GI Engineering Sol-RE,BE,27-Apr-23,10,1,INE065J20016,10
GISOLUTION.NS,GI Engineering Solutions Limited,BE,30-Jan-09,10,1,INE065J01016,10
GKWLIMITED.NS,GKW Limited,EQ,20-Jul-09,10,1,INE528A01020,10
GLAND.NS,Gland Pharma Limited,EQ,20-Nov-20,1,1,INE068V01023,1
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-Dec-00,10,1,INE159A01016,10
GLENMARK.NS,Glenmark Pharmaceuticals Limited,EQ,7-Feb-00,1,1,INE935A01035,1
GLFL.NS,Gujarat Lease Financing Limited,EQ,8-Feb-95,10,1,INE540A01017,10
GLOBAL.NS,Global Education Limited,EQ,7-Dec-20,5,1,INE291W01029,5
GLOBALVECT.NS,Global Vectra Helicorp Limited,EQ,27-Oct-06,10,1,INE792H01019,10
GLOBE.NS,Globe Textiles (India) Limited,EQ,7-Oct-20,2,1,INE581X01021,2
GLOBUSSPR.NS,Globus Spirits Limited,EQ,23-Sep-09,10,1,INE615I01010,10
GLS.NS,Glenmark Life Sciences Limited,EQ,6-Aug-21,2,1,INE03Q201024,2
GMBREW.NS,GM Breweries Limited,EQ,23-Aug-95,10,1,INE075D01018,10
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,EQ,17-Dec-97,2,1,INE131A01031,2
GMMPFAUDLR.NS,GMM Pfaudler Limited,EQ,5-Mar-18,2,1,INE541A01023,2
GMRINFRA.NS,GMR Airports Infrastructure Limited,EQ,21-Aug-06,1,1,INE776C01039,1
GMRP&UI.NS,GMR Power and Urban Infra Limited,EQ,23-Mar-22,5,1,INE0CU601026,5
GNA.NS,GNA Axles Limited,EQ,26-Sep-16,10,1,INE934S01014,10
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-May-95,10,1,INE113A01013,10
GOACARBON.NS,Goa Carbon Limited,EQ,5-Jun-07,10,1,INE426D01013,10
