,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SYMBOL1
1004,MANAKSTEEL.NS,Manaksia Steels Limited,EQ,30-Mar-15,1.0,1,INE824Q01011,1,MANAKSTEEL
1005,MANALIPETC.NS,Manali Petrochemicals Limited,EQ,6-Dec-06,5.0,1,INE201A01024,5,MANALIPETC
1006,MANAPPURAM.NS,Manappuram Finance Limited,EQ,1-Dec-14,2.0,1,INE522D01027,2,MANAPPURAM
1007,MANGALAM.NS,Mangalam Drugs And Organics Limited,EQ,23-May-05,10.0,1,INE584F01014,10,MANGALAM
1008,MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,EQ,22-Oct-07,10.0,1,INE558B01017,10,MANGCHEFER
1009,MANGLMCEM.NS,Mangalam Cement Limited,EQ,3-Jan-96,10.0,1,INE347A01017,10,MANGLMCEM
1010,MANINDS.NS,Man Industries (India) Limited,EQ,24-Jun-05,5.0,1,INE993A01026,5,MANINDS
1011,MANINFRA.NS,Man Infraconstruction Limited,EQ,11-Mar-10,2.0,1,INE949H01023,2,MANINFRA
1012,MANOMAY.NS,Manomay Tex India Limited,EQ,18-Jan-23,10.0,1,INE784W01015,10,MANOMAY
1013,MANORAMA.NS,Manorama Industries Limited,EQ,1-Jul-22,10.0,1,INE00VM01010,10,MANORAMA
1014,MANORG.NS,Mangalam Organics Limited,BE,2-Nov-21,10.0,1,INE370D01013,10,MANORG
1015,MANUGRAPH.NS,Manugraph India Limited,EQ,14-Sep-06,2.0,1,INE867A01022,2,MANUGRAPH
1016,MANYAVAR.NS,Vedant Fashions Limited,EQ,16-Feb-22,1.0,1,INE825V01034,1,MANYAVAR
1017,MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,21-Dec-21,2.0,1,INE0BV301023,2,MAPMYINDIA
1018,MARALOVER.NS,Maral Overseas Limited,EQ,8-Feb-95,10.0,1,INE882A01013,10,MARALOVER
1019,MARATHON.NS,Marathon Nextgen Realty Limited,EQ,29-Sep-16,5.0,1,INE182D01020,5,MARATHON
1020,MARICO.NS,Marico Limited,EQ,1-May-96,1.0,1,INE196A01026,1,MARICO
1021,MARINE.NS,Marine Electricals (India) Limited,EQ,2-Dec-20,2.0,1,INE01JE01028,2,MARINE
1022,MARKSANS.NS,Marksans Pharma Limited,EQ,21-Jan-02,1.0,1,INE750C01026,1,MARKSANS
1023,MARSHALL.NS,Marshall Machines Limited,BE,22-Nov-21,10.0,1,INE00SZ01018,10,MARSHALL
1024,MARUTI.NS,Maruti Suzuki India Limited,EQ,9-Jul-03,5.0,1,INE585B01010,5,MARUTI
1025,MASFIN.NS,MAS Financial Services Limited,EQ,18-Oct-17,10.0,1,INE348L01012,10,MASFIN
1026,MASKINVEST.NS,Mask Investments Limited,BE,14-Oct-16,10.0,1,INE885F01015,10,MASKINVEST
1027,MASTEK.NS,Mastek Limited,EQ,10-May-95,5.0,1,INE759A01021,5,MASTEK
1028,MATRIMONY.NS,Matrimony.Com Limited,EQ,21-Sep-17,5.0,1,INE866R01028,5,MATRIMONY
1029,MAWANASUG.NS,Mawana Sugars Limited,EQ,20-Mar-09,10.0,1,INE636A01039,10,MAWANASUG
1030,MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,21-Aug-20,10.0,1,INE027H01010,10,MAXHEALTH
1031,MAXIND.NS,Max India Limited,EQ,28-Aug-20,10.0,1,INE0CG601016,10,MAXIND
1032,MAXVIL.NS,Max Ventures and Industries Limited,EQ,22-Jun-16,10.0,1,INE154U01015,10,MAXVIL
1033,MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,25-Sep-12,5.0,1,INE040D01038,5,MAYURUNIQ
1034,MAZDA.NS,Mazda Limited,EQ,1-Nov-16,10.0,1,INE885E01034,10,MAZDA
1035,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,12-Oct-20,10.0,1,INE249Z01012,10,MAZDOCK
1036,MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,22-Aug-19,10.0,1,INE900L01010,10,MBAPL
1037,MBLINFRA.NS,MBL Infrastructure Limited,EQ,11-Jan-10,10.0,1,INE912H01013,10,MBLINFRA
1038,MCDOWELL-N.NS,United Spirits Limited,EQ,27-Sep-01,2.0,1,INE854D01024,2,MCDOWELL-N
1039,MCL.NS,Madhav Copper Limited,BE,19-Aug-20,5.0,1,INE813V01022,5,MCL
1040,MCLEODRUSS.NS,Mcleod Russel India Limited,BE,29-Jul-05,5.0,1,INE942G01012,5,MCLEODRUSS
1041,MCX.NS,Multi Commodity Exchange of India Limited,EQ,9-Mar-12,10.0,1,INE745G01035,10,MCX
1042,MEDANTA.NS,Global Health Limited,EQ,16-Nov-22,2.0,1,INE474Q01031,2,MEDANTA
1043,MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,27-Oct-21,10.0,1,INE646B01010,10,MEDICAMEQ
1044,MEDICO.NS,Medico Remedies Limited,EQ,26-May-22,2.0,1,INE630Y01024,2,MEDICO
1045,MEDPLUS.NS,Medplus Health Services Limited,EQ,23-Dec-21,2.0,1,INE804L01022,2,MEDPLUS
1046,MEGASOFT.NS,Megasoft Limited,EQ,19-Jul-07,10.0,1,INE933B01012,10,MEGASOFT
1047,MEGASTAR.NS,Megastar Foods Limited,EQ,16-Feb-22,10.0,1,INE00EM01016,10,MEGASTAR
1048,MELSTAR.NS,Melstar Information Technologies Limited,BZ,7-Mar-00,10.0,1,INE817A01019,10,MELSTAR
1049,MENONBE.NS,Menon Bearings Limited,EQ,9-Mar-15,1.0,1,INE071D01033,1,MENONBE
1050,MEP.NS,MEP Infrastructure Developers Limited,EQ,6-May-15,10.0,1,INE776I01010,10,MEP
1051,METROBRAND.NS,Metro Brands Limited,EQ,22-Dec-21,5.0,1,INE317I01021,5,METROBRAND
1052,METROPOLIS.NS,Metropolis Healthcare Limited,EQ,15-Apr-19,2.0,1,INE112L01020,2,METROPOLIS
1053,MFL.NS,Meghmani Finechem Limited,EQ,18-Aug-21,10.0,1,INE071N01016,10,MFL
1054,MFSL.NS,Max Financial Services Limited,EQ,17-May-00,2.0,1,INE180A01020,2,MFSL
1055,MGEL.NS,Mangalam Global Enterprise Limited,EQ,23-Dec-20,2.0,1,INE0APB01024,2,MGEL
1056,MGL.NS,Mahanagar Gas Limited,EQ,1-Jul-16,10.0,1,INE002S01010,10,MGL
1057,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,EQ,27-Jan-22,10.0,1,INE112D01035,10,MHLXMIRU
1058,MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,16-Jul-09,10.0,1,INE998I01010,10,MHRIL
1059,MICEL.NS,MIC Electronics Limited,EQ,17-Dec-21,2.0,1,INE287C01037,2,MICEL
1060,MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,4-Apr-18,10.0,1,INE099Z01011,10,MIDHANI
1061,MINDACORP.NS,Minda Corporation Limited,EQ,16-Oct-14,2.0,1,INE842C01021,2,MINDACORP
1062,MINDTECK.NS,Mindteck (India) Limited,EQ,2-Aug-16,10.0,1,INE110B01017,10,MINDTECK
1063,MIRCELECTR.NS,MIRC Electronics Limited,EQ,24-May-04,1.0,1,INE831A01028,1,MIRCELECTR
1064,MIRZAINT.NS,Mirza International Limited,EQ,28-Apr-99,2.0,1,INE771A01026,2,MIRZAINT
1065,MITCON.NS,MITCON Consultancy & Engineering Services Limited,EQ,17-Mar-22,10.0,1,INE828O01033,10,MITCON
1066,MITTAL.NS,Mittal Life Style Limited,BE,29-Apr-20,10.0,1,INE997Y01019,10,MITTAL
1067,MMFL.NS,MM Forgings Limited,EQ,20-Dec-06,10.0,1,INE227C01017,10,MMFL
1068,MMP.NS,MMP Industries Limited,EQ,9-Jan-20,10.0,1,INE511Y01018,10,MMP
1069,MMTC.NS,MMTC Limited,EQ,9-Apr-12,1.0,1,INE123F01029,1,MMTC
1070,MODIRUBBER.NS,Modi Rubber Limited,BE,7-Feb-96,10.0,1,INE832A01018,10,MODIRUBBER
1071,MODISONLTD.NS,MODISON LIMITED,EQ,3-May-21,1.0,1,INE737D01021,1,MODISONLTD
1072,MOHITIND.NS,Mohit Industries Limited,EQ,14-Mar-13,10.0,1,INE954E01012,10,MOHITIND
1073,MOIL.NS,MOIL Limited,EQ,15-Dec-10,10.0,1,INE490G01020,10,MOIL
1074,MOKSH.NS,Moksh Ornaments Limited,EQ,21-May-21,2.0,1,INE514Y01020,2,MOKSH
1075,MOL.NS,Meghmani Organics Limited,EQ,18-Aug-21,1.0,1,INE0CT101020,1,MOL
1076,MOLDTECH.NS,Mold-Tek Technologies Limited,EQ,7-Jul-16,2.0,1,INE835B01035,2,MOLDTECH
1077,MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,23-Feb-15,5.0,1,INE893J01029,5,MOLDTKPAC
1078,MONARCH.NS,Monarch Networth Capital Limited,EQ,6-Jan-22,10.0,1,INE903D01011,10,MONARCH
1079,MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,19-Dec-14,10.0,1,INE950M01013,10,MONTECARLO
1080,MORARJEE.NS,Morarjee Textiles Limited,EQ,14-Sep-12,7.0,1,INE161G01027,7,MORARJEE
1081,MOREPENLAB.NS,Morepen Laboratories Limited,EQ,24-Nov-99,2.0,1,INE083A01026,2,MOREPENLAB
1082,MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,14-Aug-96,1.0,1,INE775A01035,1,MOTHERSON
1083,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,11-Sep-07,1.0,1,INE338I01027,1,MOTILALOFS
1084,MOTOGENFIN.NS,The Motor & General Finance Limited,BE,8-Feb-95,5.0,1,INE861B01023,5,MOTOGENFIN
1085,MPHASIS.NS,MphasiS Limited,EQ,4-Jun-04,10.0,1,INE356A01018,10,MPHASIS
1086,MPSLTD.NS,MPS Limited,EQ,21-Jan-02,10.0,1,INE943D01017,10,MPSLTD
1087,MRF.NS,MRF Limited,EQ,18-Sep-96,10.0,1,INE883A01011,10,MRF
1088,MRO-TEK.NS,MRO-TEK Realty Limited,EQ,1-Nov-00,5.0,1,INE398B01018,5,MRO-TEK
1089,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,7-Jan-05,10.0,1,INE103A01014,10,MRPL
1090,MSPL.NS,MSP Steel & Power Limited,EQ,18-Jul-05,10.0,1,INE752G01015,10,MSPL
1091,MSTCLTD.NS,Mstc Limited,EQ,29-Mar-19,10.0,1,INE255X01014,10,MSTCLTD
1092,MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,28-Mar-22,1.0,1,INE0FS801015,1,MSUMI
1093,MTARTECH.NS,Mtar Technologies Limited,EQ,15-Mar-21,10.0,1,INE864I01014,10,MTARTECH
1094,MTEDUCARE.NS,MT Educare Limited,BE,12-Apr-12,10.0,1,INE472M01018,10,MTEDUCARE
1095,MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,17-Feb-99,10.0,1,INE153A01019,10,MTNL
1096,MUKANDLTD.NS,Mukand Limited,EQ,23-Feb-04,10.0,1,INE304A01026,10,MUKANDLTD
1097,MUKTAARTS.NS,Mukta Arts Limited,EQ,12-Sep-00,5.0,1,INE374B01019,5,MUKTAARTS
1098,MUNJALAU.NS,Munjal Auto Industries Limited,EQ,19-Jul-06,2.0,1,INE672B01032,2,MUNJALAU
1099,MUNJALSHOW.NS,Munjal Showa Limited,EQ,12-May-03,2.0,1,INE577A01027,2,MUNJALSHOW
1100,MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,28-May-04,10.0,1,INE692B01014,10,MURUDCERA
1101,MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,24-Aug-15,10.0,1,INE296G01013,10,MUTHOOTCAP
1102,MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,6-May-11,10.0,1,INE414G01012,10,MUTHOOTFIN
1103,NACLIND.NS,NACL Industries Limited,EQ,7-Apr-17,1.0,1,INE295D01020,1,NACLIND
1104,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-Jun-16,1.0,1,INE454M01024,1,NAGAFERT
1105,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,EQ,18-Sep-07,5.0,1,INE245I01016,5,NAGREEKCAP
1106,NAGREEKEXP.NS,Nagreeka Exports Limited,EQ,18-Jun-07,5.0,1,INE123B01028,5,NAGREEKEXP
1107,NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,11-Mar-08,5.0,1,INE049I01012,5,NAHARCAP
1108,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,15-Dec-05,10.0,1,INE289A01011,10,NAHARINDUS
1109,NAHARPOLY.NS,Nahar Poly Films Limited,EQ,23-Mar-07,5.0,1,INE308A01027,5,NAHARPOLY
1110,NAHARSPING.NS,Nahar Spinning Mills Limited,EQ,23-Mar-07,5.0,1,INE290A01027,5,NAHARSPING
1111,NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,6-Nov-17,10.0,1,INE298J01013,10,NAM-INDIA
1112,NARMADA.NS,Narmada Agrobase Limited,EQ,27-Oct-22,10.0,1,INE117Z01011,10,NARMADA
1113,NATCOPHARM.NS,Natco Pharma Limited,EQ,27-Dec-95,2.0,1,INE987B01026,2,NATCOPHARM
1114,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,28-Jan-14,10.0,1,INE448G01010,10,NATHBIOGEN
1115,NATIONALUM.NS,National Aluminium Company Limited,EQ,28-Apr-99,5.0,1,INE139A01034,5,NATIONALUM
1116,NATNLSTEEL.NS,National Steel And Agro Industries Limited,BE,26-Sep-02,10.0,1,INE088B01015,10,NATNLSTEEL
1117,NAUKRI.NS,Info Edge (India) Limited,EQ,21-Nov-06,10.0,1,INE663F01024,10,NAUKRI
1118,NAVA.NS,NAVA LIMITED,EQ,3-Apr-96,2.0,1,INE725A01022,2,NAVA
1119,NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,1-Jun-07,2.0,1,INE048G01026,2,NAVINFLUOR
1120,NAVKARCORP.NS,Navkar Corporation Limited,EQ,9-Sep-15,10.0,1,INE278M01019,10,NAVKARCORP
1121,NAVNETEDUL.NS,Navneet Education Limited,EQ,8-Feb-95,2.0,1,INE060A01024,2,NAVNETEDUL
1122,NAZARA.NS,Nazara Technologies Limited,EQ,30-Mar-21,4.0,1,INE418L01021,4,NAZARA
1123,NBCC.NS,NBCC (India) Limited,EQ,12-Apr-12,1.0,1,INE095N01031,1,NBCC
1124,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,EQ,23-Nov-16,5.0,1,INE365I01020,5,NBIFIN
1125,NCC.NS,NCC Limited,EQ,14-Oct-03,2.0,1,INE868B01028,2,NCC
1126,NCLIND.NS,NCL Industries Limited,EQ,3-Apr-07,10.0,1,INE732C01016,10,NCLIND
1127,NDGL.NS,Naga Dhunseri Group Limited,EQ,29-Aug-16,10.0,1,INE756C01015,10,NDGL
1128,NDL.NS,Nandan Denim Limited,EQ,23-Mar-12,10.0,1,INE875G01030,10,NDL
1129,NDRAUTO.NS,Ndr Auto Components Limited,EQ,30-Jul-20,10.0,1,INE07OG01012,10,NDRAUTO
1130,NDTV.NS,New Delhi Television Limited,EQ,19-May-04,4.0,1,INE155G01029,4,NDTV
1131,NECCLTD.NS,North Eastern Carrying Corporation Limited,EQ,2-Mar-16,10.0,1,INE553C01016,10,NECCLTD
1132,NECLIFE.NS,Nectar Lifesciences Limited,EQ,18-Jul-05,1.0,1,INE023H01027,1,NECLIFE
1133,NELCAST.NS,Nelcast Limited,EQ,27-Jun-07,2.0,1,INE189I01024,2,NELCAST
1134,NELCO.NS,NELCO Limited,EQ,28-May-03,10.0,1,INE045B01015,10,NELCO
1135,NEOGEN.NS,Neogen Chemicals Limited,EQ,8-May-19,10.0,1,INE136S01016,10,NEOGEN
1136,NESCO.NS,Nesco Limited,EQ,8-Apr-08,2.0,1,INE317F01035,2,NESCO
1137,NESTLEIND.NS,Nestle India Limited,EQ,8-Jan-10,10.0,1,INE239A01016,10,NESTLEIND
1138,NETWORK18.NS,Network18 Media & Investments Limited,EQ,2-Feb-07,5.0,1,INE870H01013,5,NETWORK18
1139,NEULANDLAB.NS,Neuland Laboratories Limited,EQ,13-Oct-08,10.0,1,INE794A01010,10,NEULANDLAB
1140,NEWGEN.NS,Newgen Software Technologies Limited,EQ,29-Jan-18,10.0,1,INE619B01017,10,NEWGEN
1141,NEXTMEDIA.NS,Next Mediaworks Limited,EQ,4-Apr-01,10.0,1,INE747B01016,10,NEXTMEDIA
1142,NFL.NS,National Fertilizers Limited,EQ,28-Dec-06,10.0,1,INE870D01012,10,NFL
1143,NGIL.NS,Nakoda Group of Industries Limited,BE,20-Aug-21,10.0,1,INE236Y01012,10,NGIL
1144,NGLFINE.NS,NGL Fine-Chem Limited,EQ,8-Jul-22,5.0,1,INE887E01022,5,NGLFINE
1145,NH.NS,Narayana Hrudayalaya Ltd.,EQ,6-Jan-16,10.0,1,INE410P01011,10,NH
1146,NHPC.NS,NHPC Limited,EQ,1-Sep-09,10.0,1,INE848E01016,10,NHPC
1147,NIACL.NS,The New India Assurance Company Limited,EQ,13-Nov-17,5.0,1,INE470Y01017,5,NIACL
1148,NIBL.NS,NRB Industrial Bearings Limited,BE,9-Apr-13,2.0,1,INE047O01014,2,NIBL
1149,NIITLTD.NS,NIIT Limited,EQ,16-Aug-04,2.0,1,INE161A01038,2,NIITLTD
1150,NILAINFRA.NS,Nila Infrastructures Limited,EQ,21-May-15,1.0,1,INE937C01029,1,NILAINFRA
1151,NILASPACES.NS,Nila Spaces Limited,EQ,28-Dec-18,1.0,1,INE00S901012,1,NILASPACES
1152,NILKAMAL.NS,Nilkamal Limited,EQ,1-Nov-95,10.0,1,INE310A01015,10,NILKAMAL
1153,NINSYS.NS,NINtec Systems Limited,BE,21-Feb-23,10.0,1,INE395U01014,10,NINSYS
1154,NIPPOBATRY.NS,Indo-National Limited,EQ,6-Oct-99,5.0,1,INE567A01028,5,NIPPOBATRY
1155,NIRAJ.NS,Niraj Cement Structurals Limited,EQ,1-Oct-20,10.0,1,INE368I01016,10,NIRAJ
1156,NIRAJISPAT.NS,Niraj Ispat Industries Limited,BE,27-Oct-16,10.0,1,INE326T01011,10,NIRAJISPAT
1157,NITCO.NS,Nitco Limited,EQ,21-Mar-06,10.0,1,INE858F01012,10,NITCO
1158,NITINSPIN.NS,Nitin Spinners Limited,EQ,2-Feb-06,10.0,1,INE229H01012,10,NITINSPIN
1159,NITIRAJ.NS,Nitiraj Engineers Limited,EQ,22-Apr-21,10.0,1,INE439T01012,10,NITIRAJ
1160,NKIND.NS,NK Industries Limited,EQ,7-Jul-95,10.0,1,INE542C01019,10,NKIND
1161,NLCINDIA.NS,NLC India Limited,EQ,23-Aug-00,10.0,1,INE589A01014,10,NLCINDIA
1162,NMDC.NS,NMDC Limited,EQ,3-Mar-08,1.0,1,INE584A01023,1,NMDC
1163,NOCIL.NS,NOCIL Limited,EQ,17-Jan-96,10.0,1,INE163A01018,10,NOCIL
1164,NOIDATOLL.NS,Noida Toll Bridge Company Limited,EQ,6-Dec-02,10.0,1,INE781B01015,10,NOIDATOLL
1165,NORBTEAEXP.NS,Norben Tea & Exports Limited,EQ,26-Jun-96,10.0,1,INE369C01017,10,NORBTEAEXP
1166,NOVARTIND.NS,Novartis India Limited,EQ,8-Nov-00,5.0,1,INE234A01025,5,NOVARTIND
1167,NRAIL.NS,N R Agarwal Industries Limited,EQ,5-Apr-17,10.0,1,INE740D01017,10,NRAIL
1168,NRBBEARING.NS,NRB Bearing Limited,EQ,8-Mar-00,2.0,1,INE349A01021,2,NRBBEARING
1169,NRL.NS,Nupur Recyclers Limited,EQ,12-Jan-23,10.0,1,INE0JM501013,10,NRL
1170,NSIL.NS,Nalwa Sons Investments Limited,EQ,17-Nov-03,10.0,1,INE023A01030,10,NSIL
1171,NSLNISP.NS,NMDC Steel Limited,EQ,20-Feb-23,10.0,1,INE0NNS01018,10,NSLNISP
1172,NTPC.NS,NTPC Limited,EQ,5-Nov-04,10.0,1,INE733E01010,10,NTPC
1173,NUCLEUS.NS,Nucleus Software Exports Limited,EQ,19-Dec-02,10.0,1,INE096B01018,10,NUCLEUS
1174,NURECA.NS,Nureca Limited,EQ,25-Feb-21,10.0,1,INE0DSF01015,10,NURECA
1175,NUVOCO.NS,Nuvoco Vistas Corporation Limited,EQ,23-Aug-21,10.0,1,INE118D01016,10,NUVOCO
1176,NXTDIGITAL.NS,NXTDIGITAL LIMITED,EQ,24-Apr-07,10.0,1,INE353A01023,10,NXTDIGITAL
1177,NYKAA.NS,FSN E-Commerce Ventures Limited,EQ,10-Nov-21,1.0,1,INE388Y01029,1,NYKAA
1178,OAL.NS,Oriental Aromatics Limited,EQ,11-Jul-19,5.0,1,INE959C01023,5,OAL
1179,OBCL.NS,Orissa Bengal Carrier Limited,EQ,7-Apr-22,10.0,1,INE426Z01016,10,OBCL
1180,OBEROIRLTY.NS,Oberoi Realty Limited,EQ,20-Oct-10,10.0,1,INE093I01010,10,OBEROIRLTY
1181,OCCL.NS,Oriental Carbon & Chemicals Limited,EQ,27-Jan-16,10.0,1,INE321D01016,10,OCCL
1182,OFSS.NS,Oracle Financial Services Software Limited,EQ,28-Jun-02,5.0,1,INE881D01027,5,OFSS
1183,OIL.NS,Oil India Limited,EQ,30-Sep-09,10.0,1,INE274J01014,10,OIL
1184,OILCOUNTUB.NS,Oil Country Tubular Limited,EQ,30-Aug-95,10.0,1,INE591A01010,10,OILCOUNTUB
1185,OLECTRA.NS,Olectra Greentech Limited,EQ,20-Mar-02,4.0,1,INE260D01016,4,OLECTRA
1186,OMAXAUTO.NS,Omax Autos Limited,EQ,20-Feb-03,10.0,1,INE090B01011,10,OMAXAUTO
1187,OMAXE.NS,Omaxe Limited,EQ,9-Aug-07,10.0,1,INE800H01010,10,OMAXE
1188,OMINFRAL.NS,OM INFRA LIMITED,EQ,17-Jun-11,1.0,1,INE239D01028,1,OMINFRAL
1189,ONELIFECAP.NS,Onelife Capital Advisors Limited,EQ,17-Oct-11,10.0,1,INE912L01015,10,ONELIFECAP
1190,ONEPOINT.NS,One Point One Solutions Limited,EQ,9-May-19,2.0,1,INE840Y01029,2,ONEPOINT
1191,ONGC.NS,Oil & Natural Gas Corporation Limited,EQ,19-Jul-95,5.0,1,INE213A01029,5,ONGC
1192,ONMOBILE.NS,OnMobile Global Limited,EQ,19-Feb-08,10.0,1,INE809I01019,10,ONMOBILE
1193,ONWARDTEC.NS,Onward Technologies Limited,EQ,7-Mar-01,10.0,1,INE229A01017,10,ONWARDTEC
1194,OPTIEMUS.NS,Optiemus Infracom Limited,EQ,8-Aug-17,10.0,1,INE350C01017,10,OPTIEMUS
1195,ORBTEXP.NS,Orbit Exports Limited,EQ,5-Nov-13,10.0,1,INE231G01010,10,ORBTEXP
1196,ORCHPHARMA.NS,Orchid Pharma Limited,BE,2-Nov-20,10.0,1,INE191A01027,10,ORCHPHARMA
1197,ORICONENT.NS,Oricon Enterprises Limited,EQ,24-Jul-15,2.0,1,INE730A01022,2,ORICONENT
1198,ORIENTABRA.NS,Orient Abrasives Limited,EQ,15-Dec-05,1.0,1,INE569C01020,1,ORIENTABRA
1199,ORIENTALTL.NS,Oriental Trimex Limited,EQ,7-Mar-07,10.0,1,INE998H01012,10,ORIENTALTL
1200,ORIENTBELL.NS,Orient Bell Limited,EQ,14-Feb-07,10.0,1,INE607D01018,10,ORIENTBELL
1201,ORIENTCEM.NS,Orient Cement Limited,EQ,12-Jul-13,1.0,1,INE876N01018,1,ORIENTCEM
1202,ORIENTELEC.NS,Orient Electric Limited,EQ,14-May-18,1.0,1,INE142Z01019,1,ORIENTELEC
1203,ORIENTHOT.NS,Oriental Hotels Limited,EQ,27-Aug-98,1.0,1,INE750A01020,1,ORIENTHOT
1204,ORIENTLTD.NS,Orient Press Limited,EQ,3-Mar-10,10.0,1,INE609C01024,10,ORIENTLTD
1205,ORIENTPPR.NS,Orient Paper & Industries Limited,EQ,29-Mar-95,1.0,1,INE592A01026,1,ORIENTPPR
1206,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,EQ,29-Sep-10,1.0,1,INE725E01024,1,ORISSAMINE
1207,ORTEL.NS,Ortel Communications Limited,BZ,19-Mar-15,10.0,1,INE849L01019,10,ORTEL
1208,ORTINLAB.NS,Ortin Laboratories Limited,EQ,30-Mar-21,10.0,1,INE749B01020,10,ORTINLAB
1209,OSIAHYPER.NS,Osia Hyper Retail Limited,EQ,1-Dec-22,1.0,1,INE06IR01021,1,OSIAHYPER
1210,OSWALAGRO.NS,Oswal Agro Mills Limited,EQ,29-Mar-95,10.0,1,INE142A01012,10,OSWALAGRO
1211,OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,EQ,28-Feb-23,10.0,1,INE00IK01011,10,OSWALSEEDS
1212,PAGEIND.NS,Page Industries Limited,EQ,16-Mar-07,10.0,1,INE761H01022,10,PAGEIND
1213,PAISALO.NS,Paisalo Digital Limited,EQ,17-Oct-11,1.0,1,INE420C01059,1,PAISALO
1214,PALASHSECU.NS,Palash Securities Limited,EQ,28-Jul-17,10.0,1,INE471W01019,10,PALASHSECU
1215,PALREDTEC.NS,Palred Technologies Limited,EQ,9-May-16,10.0,1,INE218G01033,10,PALREDTEC
1216,PANACEABIO.NS,Panacea Biotec Limited,EQ,17-Apr-96,1.0,1,INE922B01023,1,PANACEABIO
1217,PANACHE.NS,Panache Digilife Limited,BE,6-Jan-20,10.0,1,INE895W01019,10,PANACHE
1218,PANAMAPET.NS,Panama Petrochem Limited,EQ,30-Sep-11,2.0,1,INE305C01029,2,PANAMAPET
1219,PANSARI.NS,Pansari Developers Limited,EQ,18-Oct-21,10.0,1,INE697V01011,10,PANSARI
1220,PAR.NS,Par Drugs And Chemicals Limited,EQ,16-Sep-21,10.0,1,INE04LG01015,10,PAR
1221,PARACABLES.NS,Paramount Communications Limited,EQ,3-Jan-07,2.0,1,INE074B01023,2,PARACABLES
1222,PARADEEP.NS,Paradeep Phosphates Limited,EQ,27-May-22,10.0,1,INE088F01024,10,PARADEEP
1223,PARAGMILK.NS,Parag Milk Foods Limited,EQ,19-May-16,10.0,1,INE883N01014,10,PARAGMILK
1224,PARAS.NS,Paras Defence and Space Technologies Limited,EQ,1-Oct-21,10.0,1,INE045601015,10,PARAS
1225,PARASPETRO.NS,Paras Petrofils Limited,BE,14-Feb-96,1.0,1,INE162C01024,1,PARASPETRO
1226,PARSVNATH.NS,Parsvnath Developers Limited,EQ,30-Nov-06,5.0,1,INE561H01026,5,PARSVNATH
1227,PASUPTAC.NS,Pasupati Acrylon Limited,EQ,12-Oct-21,10.0,1,INE818B01023,10,PASUPTAC
1228,PATANJALI.NS,Patanjali Foods Limited,BE,24-Jan-20,2.0,1,INE619A01035,2,PATANJALI
1229,PATELENG.NS,Patel Engineering Limited,EQ,24-Feb-05,1.0,1,INE244B01030,1,PATELENG
1230,PATINTLOG.NS,Patel Integrated Logistics Limited,EQ,11-Jan-08,10.0,1,INE529D01014,10,PATINTLOG
1231,PAYTM.NS,One 97 Communications Limited,EQ,18-Nov-21,1.0,1,INE982J01020,1,PAYTM
1232,PCBL.NS,PCBL LIMITED,EQ,29-Mar-95,1.0,1,INE602A01031,1,PCBL
1233,PCJEWELLER.NS,PC Jeweller Limited,EQ,27-Dec-12,10.0,1,INE785M01013,10,PCJEWELLER
1234,PDMJEPAPER.NS,Pudumjee Paper Products Limited,EQ,30-Mar-16,1.0,1,INE865T01018,1,PDMJEPAPER
1235,PDSL.NS,PDS Limited,EQ,21-Oct-14,2.0,1,INE111Q01021,2,PDSL
