Ticker,Name,Exchange,Category
INIFTY-EQ.NS,ICICI PRUDENTIAL A NIFTY,NSI,
HOVBBPH.BO,HOV SERV ICES*,BSE,
ICSA.BO,ICSA (INDIA) LTD.,BSE,
ICSA-EQ.NS,ICSA (INDIA) LIMITED,NSI,
ICVLSTEELS.BO,SUPREMEX SHINE STEELS LTD,BSE,
ICIBBPH.BO,ICI INDIA,BSE,
IPRU2317-MF.NS,ICICI PRUDENTIAL A 73 830D J RE,NSI,
ICIL.BO,INDO COUNT INDUSTRIES LTD.,BSE,
ICICIBANK.BO,ICICI Bank Ltd.,BSE,
ICRA.NS,ICRA Limited,NSI,Investment Brokerage - National
ICRA6.BO,ICRA6.BO,BSE,
ICL.BO,Indo Cotspin Limited,BSE,
ISENSEX.NS,ICICI PRUDENTIAL A ICICI PRUDEN,NSI,
ICSILBBPH.BO,ICSIL*,BSE,
ICCON.BO,ICCON OIL & SPECIALITIES LTD.,BSE,
ICDSLTD.BO,ICDS LTD.,BSE,
ICICIBANK6.BO,ICICIBANK6.BO,BSE,
ICSL.BO,Integrated Capital Services Lt,BSE,
IPRU-8484-MF.NS,ICICIPRAMC - IPRU-8484,NSI,
ICSA.NS,ICSA (India) Limited,NSI,Technical & System Software
IDFC.NS,IDFC Limited,NSI,Credit Services
IDFC.BO,IDFC Limited,BSE,
SOFTBPO.BO,IDream Film Infrastructure Company Ltd,BSE,
IDBI-EQ.NS,IDBI BANK LIMITED,NSI,
IDI.BO,IDI LTD.,BSE,
IDFC6.BO,IDFC6.BO,BSE,
IDFC-IL.NS,IDFC LIMITED INR10,NSI,
IDFCBANK-EQ.NS,IDFC BANK LTD INR10,NSI,
IDEAOPT.BO,IDEAL TEXBUILD LIMITED,BSE,
IDEALCAR.BO,IDEAL CARPETS LTD.,BSE,
IDHOTIN.BO,IDEAL HOTELS & INDUSTRIES LTD.,BSE,
IDFCBANK-BE.NS,IDFC Bank Limited,NSI,
IFCI.NS,IFCI Limited,NSI,Credit Services
IFBIND.NS,IFB Industries Limited,NSI,Diversified Machinery
IFGLREFRAC.BO,IFGL REFRACTORIES LTD.,BSE,
IFINSEC.BO,INDIA FINSEC LTD.,BSE,
IFCI.BO,IFCI Limited,BSE,
IFGLREFRAC.NS,IFGL Refractories Limited,NSI,General Building Materials
IFLPROMOT.BO,IFL Promoters Limited,BSE,
IFSLLTD.BO,IFSL LTD.,BSE,
IFBIND.BO,IFB Industries Ltd.,BSE,
IFCI-EQ.NS,IFCI LIMITED,NSI,
IGPL.BO,I G PETROCHEMICALS LTD.,BSE,
IGARASHI.BO,IGARASHI MOTORS INDIA LTD.,BSE,
IGARASHI.NS,Igarashi Motors India Limited,NSI,Auto Parts
IGPL-EQ.NS,IG PETROCHEMICALS LIMITED,NSI,
IGPL.NS,I G Petrochemicals Limited,NSI,Specialty Chemicals
IITL.NS,Industrial Investment Trust Limited,NSI,Credit Services
IITL.BO,Industrial Investment Trust Limited,BSE,
IIFL.BO,IIFL HOLDINGS LIMITED,BSE,
IIFL-EQ.NS,IIFL HOLDINGS LTD INR2,NSI,
IIFL.NS,IIFL Holdings Limited,NSI,Investment Brokerage - National
IIFLBBPH.BO,IIFL*,BSE,
IITLPROJ.BO,IITL PROJECTS LIMITED,BSE,
IITL-EQ.NS,INDUSTRIAL INVESTMENT TRUST LIM,NSI,
IIFL6.BO,IIFL6.BO,BSE,
IKFTECH.BO,IKF Technologies Ltd.,BSE,
IKAB.BO,Ikab Securities & Investment Limited,BSE,
IVC-EQ.NS,IL&FS INVESTMENT MANAGERS LIMIT,NSI,
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,NSI,General Contractors
IL&FSTRAN.NS,IL&FS Transportation Networks Limited,NSI,
IVC.NS,IL&FS Investment Managers Limited,NSI,Asset Management
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,NSI,Heavy Construction
IL&FSTRANS.BO,IL&FS TRANSPORTATION NETWORKS,BSE,
IVC.BO,IL&FS INVESTMENT MANAGERS LTD.,BSE,
INDLMETER.BO,IMP POWERS LTD.,BSE,
SHIVAGR.BO,Shivagrico Implements Ltd.,BSE,
SANIM.BO,SANYO IMPEX LTD.,BSE,
RAVRAJI.BO,RAVRAJ IMPEX LTD.,BSE,
MAHAV.BO,Mahavir Impex Ltd.,BSE,
IMCAP.BO,IM+ CAPITALS LIMITED,BSE,
CHOKSI.BO,Choksi Imaging Ltd.,BSE,
SIIL-SM.NS,SUPREME (INDIA) IM INR10,NSI,
INDLMETER.NS,IMP Powers Limited,NSI,Diversified Machinery
IMCFINA.BO,IMC FINANCE LTD.,BSE,
SHIVKAMAL.BO,Shivkamal Impex Limited,BSE,
SCANDENT.BO,SCANDENT IMAGING LIMITED,BSE,
IOSYSTEM.BO,IO System Limited,BSE,
IOB.NS,Indian Overseas Bank,NSI,Money Center Banks
IOC.NS,Indian Oil Corporation Limited,NSI,Oil & Gas Refining & Marketing
IOLN6.BO,IOLN6.BO,BSE,
IOLN.BO,IOL NETCOM LTD.,BSE,
IOB4.BO,IOB4.BO,BSE,
IPCALAB.BO,Ipca Laboratories Limited,BSE,
IPRINGLTD.BO,IP RINGS LTD.,BSE,
IPCALABBBPH.BO,IPCA LAB*,BSE,
IPCALAB-IL.NS,IPCA LABORATORIES INR2,NSI,
IPCALAB-EQ.NS,IPCA LABORATORIES LIMITED,NSI,
IPCALAB.NS,Ipca Laboratories Limited,NSI,Drugs - Generic
IPAPPM.NS,International Paper APPM Limited,NSI,Paper & Paper Products
IPOWER.BO,I Power Solutions India Ltd,BSE,
IQINF.BO,IQ INFOTECH LTD.,BSE,
TATASPONGE.BO,Tata Sponge Iron Limited,BSE,
TATASPONGE-EQ.NS,TATA SPONGE IRON INR10,NSI,
SUNFLAG.BO,SUNFLAG IRON & STEEL CO.LTD.,BSE,
ORISSASP.BO,Orissa Sponge Iron And Steel Limited,BSE,
IRISMEDIA.BO,IRIS MEDIAWORKS LTD.,BSE,
$USIRO52.BO,USHA IRON &F,BSE,
PITTSIRON.BO,PITTSBURGH IRON & STEELS LTD.,BSE,
JISLJALEQS.BO,JAIN IRRIGATION SYSTEMS LTD.,BSE,
IRB4.BO,IRB4.BO,BSE,
KUSIS.BO,KUSUM IRON & STEEL LTD.,BSE,
TATASPONGE.NS,Tata Sponge Iron Limited,NSI,Steel & Iron
RUNGTAIR.BO,Rungta Irrigation Limited,BSE,
JISLJALEQS-EQ.NS,JAIN IRRIGATION INR2,NSI,
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,NSI,Steel & Iron
MOVILEX.BO,MOVILEX IRRIGATION LTD.,BSE,
ISTLTD.BO,IST Limited,BSE,
SMLISUZU.BO,SML ISUZU LIMITED,BSE,
ISTRNETWK.BO,ISTREET NETWORK LIMITED,BSE,
ISFT-BE.NS,ISFT-BE.NS,NSI,
ISMTLTD.NS,ISMT Limited,NSI,Steel & Iron
ISHMS.BO,ISHWAR MEDICAL SERVICES LTD.,BSE,
ISHWATR.BO,ISHWARSHAKTI HOLDINGS & TRADER,BSE,
ISPATPROF.BO,ISPAT PROFILES INDIA LTD.,BSE,
ISPLIND.BO,ISPL INDUSTRIES LTD.,BSE,
ISFT.NS,IntraSoft Technologies Limited,NSI,Internet Information Providers
ISLCONSUL.BO,ISL CONSULTING LTD.,BSE,
ISGECBBPH.BO,ISGECBBPH,BSE,
SNGHLSW-B.BO,SINGHAL SWAROOP ISPAT LTD.,BSE,
$THISP42.BO,THAPAR ISPAT,BSE,
MONNETISPA6.BO,MONNETISPA6.BO,BSE,
$THAPA41.BO,THAPAR ISP-B,BSE,
SATHAISPAT-EQ.NS,SATHAVAHANA ISPAT LIMITED,NSI,
RATHISPA.BO,RATHI ISPAT LTD.,BSE,
SMLISUZU.NS,SML Isuzu Limited,NSI,Auto Manufacturers - Major
SATHAISPAT.BO,SATHAVAHANA ISPAT LTD.,BSE,
SATHAISPAT.NS,Sathavahana Ispat Limited,NSI,Steel & Iron
SHRDAIS.BO,Sharda Ispat Limited,BSE,
ISMTLTD-EQ.NS,ISMT LTD INR5,NSI,
ADITYA.BO,Aditya Ispat Ltd.,BSE,
ISFL.BO,ISF LIMITED,BSE,
ISFT.BO,Intrasoft Technologies Ltd.,BSE,
ISMTLTD.BO,ISMT LTD.,BSE,
LORDSHOTL.BO,LORDS ISHWAR HOTELS LIMITED,BSE,
$THAPA42.BO,THAPAR IS-BP,BSE,
USHAISPAT.BO,USHAISPAT.BO,BSE,
SOUISPAT.NS,SOUTHERN ISPAT & ENGY LTD INR10,NSI,
THPRISP-B.BO,THAPAR ISPAT LTD.,BSE,
ITI.BO,ITI Limited,BSE,
ITC.NS,ITC Limited,NSI,"Tobacco Products, Other"
ITC.BO,ITC Limited,BSE,
PILIND-EQ.NS,PILIND-EQ.NS,NSI,
PILITA-EQ.NS,PIL ITALICA LIFEST INR1,NSI,
ITC4.BO,ITC4.BO,BSE,
PILIND.NS,PIL Italica Lifestyle Limited,NSI,
ITIL.BO,INFORMATION TECHNOLOGIES (INDI,BSE,
ITL.BO,ITL Industries Limited,BSE,
ITI.NS,ITI Limited,NSI,Communication Equipment
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,NSI,Home Furnishings & Fixtures
PSITINFRA.BO,PS IT INFRASTRUCTURE & SERVICE,BSE,
PILITA.BO,Pil Italica Lifestyle Limited,BSE,
ITDC.BO,INDIA TOURISM DEVELOPMENT CORP,BSE,
ITC-EQ.NS,ITC LIMITED,NSI,
IVRCLINFRA.NS,IVRCL Limited,NSI,General Contractors
IVRCLINFRA-EQ.NS,IVRCL LIMITED,NSI,
IVP.NS,IVP Limited,NSI,Specialty Chemicals
IVP.BO,IVP Ltd.,BSE,
IVEE.BO,Vivanza Biosciences Limited,BSE,
IVRCLINFRA.BO,IVRCL Limited,BSE,
IZMO-EQ.NS,IZMO LIMITED INR10,NSI,
IZMO.NS,IZMO Limited,NSI,Information Technology Services
IZMO.BO,IZMO Limited,BSE,
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
JAINMARMO.BO,Jain Marmo Industries Ltd.,BSE,
JAINSTUDIO.BO,JAIN STUDIOS LTD.,BSE,
JAINSTUDIO-BE.NS,JAIN STUDIOS LTD,NSI,
JAINCO.BO,Jainco Projects (India) Limited,BSE,
JAGAJITIND.BO,JAGATJIT INDUSTRIES LTD.,BSE,
JAYNECOIND.BO,JAYASWAL NECO INDUSTRIES LTD.,BSE,
SREEJAYA.BO,Sree Jayalakshmi Autospin Ltd,BSE,
JAYSHREETEA.BO,Jay Shree Tea & Industries Ltd.,BSE,
JAIDIND.BO,JAIDKA INDUSTRIES LTD.,BSE,
JAINSTUDIO.NS,Jain Studios Limited,NSI,Broadcasting - TV
JAYNECOIND.NS,Jayaswal Neco Industries Limited,NSI,Steel & Iron
MAAJTL.BO,MAA JAGDAMBE TRADELINKS LIMITE,BSE,
JAICORPLTD.BO,JAI CORP LTD.,BSE,
JAGANLAM.BO,Jagan Lamps Ltd.,BSE,
JAYSREETEA-EQ.NS,JAYSHREE TEA INR5,NSI,
JAGRAN.BO,Jagran Prakashan Ltd,BSE,
JAVNTPR.BO,Jayavant Products Limited,BSE,
JAIHINDPRO.BO,JAIHIND PROJECTS LTD.,BSE,
JASCH.BO,Jasch Industries Ltd.,BSE,
JAMNAAUTO.BO,JAMNA AUTO INDUSTRIES LTD.,BSE,
JAIPAN.BO,Jaipan Industries Ltd,BSE,
SHRJAGP.BO,Shri Jagdamba Polymers Ltd.,BSE,
JAICORPLTD-EQ.NS,JAI CORP LIMITED,NSI,
JPPOWER6.BO,JPPOWER6.BO,BSE,
JAGJANANI.BO,Jagjanani Textiles Ltd.,BSE,
SRJTC.BO,SRI JAYALAKSHMI SPINNING MILLS,BSE,
JAINSTUDIO-EQ.NS,JAIN STUDIOS INR10,NSI,
JAYSREETEA.NS,JAYSHREE TEA INR5,NSI,
JAUSPOL.BO,Jauss Polymers Limited,BSE,
JACKSON.BO,JACKSON INVESTMENTS LTD,BSE,
J&KBANK.BO,JAMMU & KASHMIR BANK LTD.,BSE,
JAMSHRI.BO,The Jamshri Ranjitsinghji Spinning and Weaving Mills Company Limited,BSE,
JALPAC.BO,JALPAC INDIA LTD.,BSE,
JPINFRATEC.NS,Jaypee Infratech Limited,NSI,Heavy Construction
JAYCH.BO,Jayshree Chemicals Ltd.,BSE,
JAYMAHESH.BO,JAY MAHESH INFRAVENTURES LTD.,BSE,
JBMA-EQ.NS,JBM AUTO LTD INR5,NSI,
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,NSI,Drug Manufacturers - Major
JBCHEPHARM-EQ.NS,JB CHEMICALS & PHARMACEUTICALS,NSI,
JBCHEPHARM.BO,J.B.CHEMICALS & PHARMACEUTICAL,BSE,
JBFIND6.BO,JBFIND6.BO,BSE,
JBFINDBBPH.BO,JBFIND*,BSE,
JBMA.BO,JBM Auto Limited,BSE,
JBMA.NS,JBM Auto Limited,NSI,Auto Parts
JCLLITD.BO,JCL LTD.,BSE,
JDORGOCHEM.BO,JD ORGOCHEM LTD.,BSE,
PJL.BO,Patdiam Jewellery Limited,BSE,
RJL.NS,Renaissance Jewellery Limited,NSI,Jewelry Stores
JEYPORE.BO,Jeypore Sugar Company Ltd.,BSE,
THANGAMAYL-EQ.NS,THANGAMAYIL JEWELL INR10,NSI,
JENSONICOL.NS,Jenson & Nicholson (India) Limited,NSI,General Building Materials
THANGAMAYL.BO,THANGAMAYIL JEWELLERY LTD,BSE,
JENSONICOL-EQ.NS,JENSON & NICHOLSON INR2,NSI,
RJL.BO,Renaissance Jewellery Ltd.,BSE,
JEMINDU.BO,JEM INDUSTRIES LTD.,BSE,
UDAYJEW.BO,Uday Jewellery Industries Limi,BSE,
ENCHANTE.BO,ENCHANTE JEWELLERY LTD.,BSE,
THANGAMAYL.NS,Thangamayil Jewellery Limited,NSI,Jewelry Stores
SHUKJEW.BO,Shukra Jewellery Limited,BSE,
TARAJEWELS.BO,TARA JEWELS LTD.,BSE,
JEYPORE.NS,Jeypore Sugar Company Ltd.,NSI,
JFLABS.BO,JFLABS.BO,BSE,
JHS.NS,JHS Svendgaard Laboratories Limited,NSI,Personal Products
JHS-EQ.NS,JHS SVEND. LAB. LTD,NSI,
JHS-BZ.NS,JHS SVEND. LAB. LTD,NSI,
JHAGCOP.BO,JHAGADIA COPPER LTD.,BSE,
JHS.BO,JHS Svendgaard Laboratories Ltd.,BSE,
JINDCOT.BO,JINDAL COTEX LTD.,BSE,
JSLHISAR.NS,Jindal Stainless (Hisar) Limited,NSI,Steel & Iron
JINDALSTEL-EQ.NS,JINDAL STEEL & PWR INR1.00,NSI,
JSLHISAR.BO,Jindal Stainless (Hisar) Limit,BSE,
JINDCAP.BO,Jindal Capital Ltd.,BSE,
JIKIND.NS,JIK Industries Limited,NSI,Home Furnishings & Fixtures
JINDALSTEL4.BO,JINDALSTEL4.BO,BSE,
JINDALSTEL.NS,Jindal Steel & Power Limited,NSI,Steel & Iron
JINDALPOLY.NS,Jindal Poly Films Limited,NSI,Specialty Chemicals
JINDALSAW-EQ.NS,JINDAL SAW LTD INR2(DEMAT),NSI,
JINDALPOLY-EQ.NS,JINDAL POLY FILMS LIMITED,NSI,
JINDLPOBBPH.BO,JINDAL POLY*,BSE,
JSL.NS,Jindal Stainless Limited,NSI,Steel & Iron
JSL-BE.NS,JINDAL STAINLESS INR2,NSI,
JJFINCOR.BO,JJ Finance Corporation Ltd,BSE,
JKPHARMA.BO,J.K.PHARMACHEM LTD.,BSE,
JKCEMENT.BO,J.K.CEMENT LTD.,BSE,
JSHL.BO,JLA Infraville Shoppers Limite,BSE,
JMFINANCIL.BO,JM FINANCIAL LTD.,BSE,
JMTAUTOLTD.NS,JMT Auto Limited,NSI,Auto Parts
JMFINANCIL6.BO,JMFINANCIL6.BO,BSE,
JMTAUTOLTD.BO,JMT AUTO LTD.,BSE,
JMGCORP.BO,JMG Corporation Limited,BSE,
JMCPROJECT.NS,JMC Projects (India) Limited,NSI,General Contractors
JOINDRE.BO,Joindre Capital Services Ltd.,BSE,
JOLYPLS.BO,Jolly Plastic Industries Ltd.,BSE,
JOLYMER.BO,JOLLY MERCHANDISE LTD.,BSE,
JOCIL.NS,Jocil Limited,NSI,Chemicals - Major Diversified
JOONKTOLL.BO,Joonktollee Tea & Industries Limited,BSE,
JOGENG.BO,JOG ENGINEERING LTD.,BSE,
JPTRLES.BO,JUPITER INDUSTRIES & LEASING L,BSE,
JRFOODS.BO,JR Foods Ltd.,BSE,
JRIIIL.BO,JRI INDUSTRIES & INFRASTRUCTUR,BSE,
JSWHL.BO,JSW Holdings Limited,BSE,
JSWENERGY6.BO,JSWENERGY6.BO,BSE,
JSWSTEEL6.BO,JSWSTEEL6.BO,BSE,
JSLINDL.BO,JSL INDUSTRIES LTD.,BSE,
JSPLBBPH.BO,JSPL*,BSE,
JUBLINDS.BO,JUBILANT INDUSTRIES LTD.,BSE,
LUDLOWJUT.BO,Ludlow Jute & Specialities Ltd.,BSE,
JUBILANT.BO,JUBILANT LIFE SCIENCES LIMITED,BSE,
TOBUENT.BO,Justride Enterprises Limited,BSE,
JYOTHI.BO,JYOTHI INFRAVENTURES LTD.,BSE,
JYOTHYLAB.BO,Jyothy Laboratories Limited,BSE,
JYOTIOVR.BO,Jyoti Overseas Ltd,BSE,
JYOTISTRUC.NS,Jyoti Structures Limited,NSI,Electric Utilities
JYOTISTRUC.BO,JYOTI STRUCTURES LTD.,BSE,
KALINDEE6.BO,KALINDEE6.BO,BSE,
KANCHI.BO,Kanchi Karpooram Ltd.,BSE,
KAMATHOTEL.BO,KAMAT HOTELS (INDIA) LTD.,BSE,
KARTKIN.BO,KARTIK INVESTMENTS TRUST LTD.,BSE,
KAMDHENU.NS,Kamdhenu Limited,NSI,Steel & Iron
KCL.BO,Kabra Commercial Limited,BSE,
KALPATPOWR.NS,Kalpataru Power Transmission Limited,NSI,Electric Utilities
KARAFIN.BO,KARAN FINANCE LTD.,BSE,
KCSL.BO,KARNIMATA COLD STORAGE LTD,BSE,
KSCL-IL.NS,KAVERI SEED COMPAN INR2,NSI,
KAVITIND.BO,KAVIT INDUSTRIES LIMITED,BSE,
KAMAOVR.BO,KAMAL OVERSEAS LTD.,BSE,
KAMAHOLD.BO,KAMA HOLDINGS LIMITED,BSE,
KARURKCP.BO,KARUR K.C.P.PACKKAGINGS LTD.,BSE,
KANANIIND.NS,Kanani Industries Limited,NSI,"Recreational Goods, Other"
KAKTEX.BO,Kakatiya Textiles Ltd.,BSE,
KANSAINER-EQ.NS,KANSAI NEROLAC PAINTS LIMITED,NSI,
KAUSHALYA.BO,Kaushalya Infrastructure Development Corporation Limited,BSE,
KAVVERITEL-EQ.NS,KAVVERI TELECOM PR INR10,NSI,
KAMRLAB.BO,Kamron Laboratories Ltd.,BSE,
KALECONBBPH.BO,KALECONSUL*,BSE,
KALPATPOWR.BO,KALPATARU POWER TRANSMISSION L,BSE,
KANCHAN.BO,KANCHAN INTERNATIONAL LTD.,BSE,
KIL.NS,Kamdhenu Limited,NSI,
PERIATEA-BE.NS,PERIATEA-BE.NS,NSI,
STRLKAL.BO,STERLING KALKSAND BRICKS LTD.,BSE,
KALPAPER.BO,Kalptaru Papers Ltd,BSE,
KAYA-EQ.NS,KAYA LIMITED INR10,NSI,
KSL-EQ.NS,KALYANI STEELS LIMITED,NSI,
KAYA.BO,Kaya Limited,BSE,
KALPACOMME.BO,Kalpa Commercial Limited,BSE,
KICL.BO,KALYANI INVESTMENT COMPANY LTD,BSE,
KANSAFB.BO,KANSAL FIBRES LTD.,BSE,
PERIATEA.NS,Peria Karamalai Tea & Produce Co. Ltd.,NSI,
KAPRIPH.BO,KAPRINAS PHARMACEUTICALS & CHE,BSE,
SHKALYN.BO,SHRI KALYAN HOLDINGS LTD.,BSE,
KTKBANK6.BO,KTKBANK6.BO,BSE,
KAYA-BE.NS,Kaya Limited,NSI,
KARANWO.BO,Manor Estates and Industries Limited,BSE,
KAJALSY.BO,KAJAL SYNTHETICS & SILK MILLS,BSE,
KANPRPLA.BO,Kanpur Plastipack Ltd,BSE,
KANSHST.BO,Kanishk Steel Industries Ltd.,BSE,
KSCL-EQ.NS,KAVERI SEED COMPANY LIMITED,NSI,
KABSON.BO,Kabsons Industries Limited,BSE,
KALPVIND.BO,KALPAVRIKSHA INDUSTRIES LTD.,BSE,
KAMATHOTEL.NS,Kamat Hotels (India) Limited,NSI,Lodging
KANORIABBPH.BO,KANORIA*,BSE,
KARMAENG.BO,KARMA ENERGY LTD.,BSE,
KALINDEE.BO,KALINDEE RAIL NIRMAN (ENGINEER,BSE,
KANANIIND-EQ.NS,KANANI INDUSTRIES LIMITED,NSI,
KALINDEE-EQ.NS,KALINDEE RAIL NIRMAN (ENGINEERS,NSI,
MKEL.BO,MATRA KAUSHAL ENTERPRISE LIMIT,BSE,
KAMATHOTEL-EQ.NS,KAMAT HOTELS (I) LIMITED,NSI,
KAMANWALA.BO,Kamanwala Housing Construction Limited.,BSE,
KARURVYSYA.NS,The Karur Vysya Bank Limited,NSI,Money Center Banks
KACHCHH.BO,Kachchh Minerals Ltd.,BSE,
KAYA.NS,Kaya Limited,NSI,Personal Products
KARURVYSYA.BO,KARUR VYSYA BANK LTD.,BSE,
KAYPOWR.BO,Kay Power And Paper Limited,BSE,
KANCOENT.BO,Kanco Enterprises Ltd.,BSE,
KAASHYAP.BO,KAASHYAP TECHNOLOGIES LTD.,BSE,
KANIKAIN.BO,Kanika Infrastructure & Power Ltd.,BSE,
KACL.BO,KAISER CORPORATION LIMITED,BSE,
KIL.BO,Kamdhenu Limited,BSE,
PKTEA-EQ.NS,PERIA KARAMALAI TE INR10,NSI,
MEUSEKARA.BO,MEUSE KARA & SUNGRACE MAFATLAL,BSE,
KANORICHEM.BO,KANORIA CHEMICALS & INDUSTRIES,BSE,
KANOPLA.BO,KANORIA PLASCHEM LTD.,BSE,
KAVVERITEL.BO,KAVVERI TELECOM PRODUCTS LTD.,BSE,
KALINDEE.NS,Kalindee Rail Nirman (Engineers) Limited,NSI,
KALLAM.BO,Kallam Spinning Mills Ltd.,BSE,
KTKBANK.NS,The Karnataka Bank Limited,NSI,Money Center Banks
KANCOTEA.BO,KANCO TEA & INDUSTRIES LTD.,BSE,
KANANIIND.BO,Kanani Industries Ltd,BSE,
KAMDHENU.BO,Kamdhenu Limited,BSE,
KSL.BO,KALYANI STEELS LTD.,BSE,
PKTEA.NS,The Peria Karamalai Tea and Produce Company Limited,NSI,Farm Products
KAUSHALYA-EQ.NS,KAUSHALYA INFRASTRUCTURE DEVELO,NSI,
KAYEL.BO,Kayel Securities Ltd.,BSE,
KARMA.BO,KARMA INDUSTRIES LTD.,BSE,
KAPPH.BO,Kappac Pharma Ltd.,BSE,
KAMAR.BO,KAMAR CHEMICALS & INDUSTRIES L,BSE,
KAPASHI.BO,KAPASHI COMMERCIALS LTD.,BSE,
KAPILRAJ.BO,Kapil Raj Finance Ltd.,BSE,
KANSAINER.BO,KANSAI NEROLAC PAINTS LTD.,BSE,
KANDHAR.BO,KANDHARI RUBBERS LTD.,BSE,
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,NSI,Chemicals - Major Diversified
SATALMS.BO,SAATAL KATTHA & CHEMICALS LTD.,BSE,
KICL.NS,Kalyani Investment Company Limited,NSI,Asset Management
KAVVERITEL.NS,Kavveri Telecom Products Limited,NSI,Communication Equipment
KAMALAT.BO,KAMALA TEA CO.LTD.,BSE,
KARTAVYA.BO,KARTAVYA.BO,BSE,
KREMSPN.BO,KAREEMS SPUN SILK LTD.,BSE,
KAPILCO.BO,Kapil Cotex Ltd.,BSE,
KAUSAMBI.BO,KAUSAMBI VANIJYA LTD,BSE,
KBSINDIA.BO,KBS INDIA LIMITED,BSE,
KCP.NS,The KCP Limited,NSI,Diversified Machinery
KCLINFRA.BO,KCL Infra Projects Limited,BSE,
KCCLPLASTC.BO,KCCL PLASTIC LTD.,BSE,
KCTXL-B1.BO,K.C.TEXTILES LTD.,BSE,
KCPSUGIND.BO,KCP Sugar & Industries Corp Ltd.,BSE,
KDML.BO,Khemani Distributors & Marketi,BSE,
KDDL.NS,KDDL Limited,NSI,Jewelry Stores
KEC.BO,KEC INTERNATIONAL LTD.,BSE,
KEWIND.BO,Kew Industries Ltd.,BSE,
KEYCORPSER-EQ.NS,KEYNOTE CORPORATE SERVICES LIMI,NSI,
KESORAMIND6.BO,KESORAMIND6.BO,BSE,
KESARPE.BO,Kesar Petroproducts Limited,BSE,
KEYCORPSER-BE.NS,KEYNOTECORPORATE,NSI,
KESORAMIND-BZ.NS,KESORAM INDUSTRIES LTD,NSI,
KTIL.BO,KESAR TERMINALS & INFRASTRUCTU,BSE,
KEC-EQ.NS,KEC INTERNATIONAL INR2,NSI,
KEMISTAR.BO,KEMISTAR CORPORATION LIMITED,BSE,
KEI.NS,KEI Industries Limited,NSI,Diversified Electronics
KEERTHI.BO,Keerthi Industries Limited,BSE,
KENFIN.BO,Ken Financial Services Ltd,BSE,
KESWASY.BO,KESWANI SYNTHETICS INDUSTRIES,BSE,
KELVINFIN.BO,KELVIN FINCAP LTD,BSE,
KESARENT-EQ.NS,KESAR ENTERPRISES LIMITED,NSI,
KERNEX.NS,Kernex Microsystems (India) Limited,NSI,Technical & System Software
KEYCORPSER.NS,Keynote Corporate Services Limited,NSI,Investment Brokerage - National
KEDIN.BO,KEDIA INFOTECH LTD.,BSE,
KTIL-EQ.NS,KESAR TERMINALS & INFRASTRUCTUR,NSI,
KELLTONTEC.NS,Kellton Tech Solutions Limited,NSI,Business Software & Services
KESORAMIND.NS,Kesoram Industries Limited,NSI,Rubber & Plastics
KEDIACN.BO,"Kedia Construction Co., Ltd.",BSE,
SHK.NS,S H Kelkar and Company Limited,NSI,Conglomerates
KERNEX-BE.NS,KERNEX MICROSYSTEM INR10,NSI,
KEYCORPSER.BO,KEYNOTE CORPORATE SERVICES LTD,BSE,
KERNEX.BO,Kernex Microsystems India Ltd,BSE,
KESORAMIND.BO,Kesoram Industries Ltd.,BSE,
KEYCORP.BO,KEY CORP LTD.,BSE,
KELLTONTEC.BO,KELLTON TECH SOLUTIONS LTD.,BSE,
KEI.BO,KEI INDUSTRIES LTD.,BSE,
KESORAMIND-EQ.NS,KESORAM INDUSTRIES LIMITED,NSI,
KEDIAVA.BO,KEDIA VANASPATI LTD.,BSE,
KESORAMIND-BE.NS,KESORAM INDUSTRIES INR10,NSI,
KGNENT.BO,KGN ENTERPRISES LTD.,BSE,
KGNIND6.BO,KGNIND6.BO,BSE,
KGNIND.BO,KGN Industries Ltd.,BSE,
KGDENIM.BO,KG Denim Ltd.,BSE,
KGPETRO.BO,K G Petrochem Ltd,BSE,
KHODIYAR.BO,KHODIYAR INDUSTRIES LTD.,BSE,
KHYATI.BO,Khyati Multimedia Entertainment Ltd.,BSE,
KHANDSE-EQ.NS,KHANDWALA SEC LTD INR10,NSI,
RADICO6.BO,RADICO6.BO,BSE,
RADICO.BO,Radico Khaitan Ltd.,BSE,
RADICO.NS,Radico Khaitan Limited,NSI,
RADICO-EQ.NS,RADICO KHAITAN LIMITED,NSI,
KHANDSE.NS,Khandwala Securities Limited,NSI,Investment Brokerage - National
KHOOBSURAT.BO,KHOOBSURAT LTD,BSE,
KHAITANLTD-BE.NS,KHAITAN (INDIA) LTD. INR10,NSI,
KHAITANLTD.NS,Khaitan (India) Limited,NSI,Confectioners
KHAITANLTD-EQ.NS,KHAITAN (INDIA)LTD INR10,NSI,
KIRIINDUS.NS,Kiri Industries Limited,NSI,Specialty Chemicals
COX&KINGS.BO,COX & KINGS LIMITED,BSE,
