TICKER,NAME,SERIES,SYMBOL,SLUG
COROMANDEL.NS,Coromandel International Limited,EQ,COROMANDEL,coromandel
COSMOFIRST.NS,COSMO FIRST LIMITED,EQ,COSMOFIRST,cosmofirst
COUNCODOS.NS,Country Condo's Limited,EQ,COUNCODOS,councodos
CRAFTSMAN.NS,Craftsman Automation Limited,EQ,CRAFTSMAN,craftsman
CREATIVE.NS,Creative Newtech Limited,EQ,CREATIVE,creative
CREATIVEYE.NS,Creative Eye Limited,BE,CREATIVEYE,creativeye
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,EQ,CREDITACC,creditacc
CREST.NS,Crest Ventures Limited,EQ,CREST,crest
CRISIL.NS,CRISIL Limited,EQ,CRISIL,crisil
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,EQ,CROMPTON,crompton
CROWN.NS,Crown Lifters Limited,EQ,CROWN,crown
CSBBANK.NS,CSB Bank Limited,EQ,CSBBANK,csbbank
CSLFINANCE.NS,CSL Finance Limited,EQ,CSLFINANCE,cslfinance
CTE.NS,Cambridge Technology Enterprises Limited,EQ,CTE,cte
CUB.NS,City Union Bank Limited,EQ,CUB,cub
CUBEXTUB.NS,Cubex Tubings Limited,EQ,CUBEXTUB,cubextub
CUMMINSIND.NS,Cummins India Limited,EQ,CUMMINSIND,cumminsind
CUPID.NS,Cupid Limited,EQ,CUPID,cupid
CYBERMEDIA.NS,Cyber Media (India) Limited,EQ,CYBERMEDIA,cybermedia
CYBERTECH.NS,Cybertech Systems And Software Limited,EQ,CYBERTECH,cybertech
CYIENT.NS,Cyient Limited,EQ,CYIENT,cyient
DAAWAT.NS,LT Foods Limited,EQ,DAAWAT,daawat
DABUR.NS,Dabur India Limited,EQ,DABUR,dabur
DALBHARAT.NS,Dalmia Bharat Limited,EQ,DALBHARAT,dalbharat
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,EQ,DALMIASUG,dalmiasug
DAMODARIND.NS,Damodar Industries Limited,EQ,DAMODARIND,damodarind
DANGEE.NS,Dangee Dums Limited,EQ,DANGEE,dangee
DATAMATICS.NS,Datamatics Global Services Limited,EQ,DATAMATICS,datamatics
DATAPATTNS.NS,Data Patterns (India) Limited,EQ,DATAPATTNS,datapattns
DBCORP.NS,D.B.Corp Limited,EQ,DBCORP,dbcorp
DBL.NS,Dilip Buildcon Limited,EQ,DBL,dbl
DBOL.NS,Dhampur Bio Organics Limited,EQ,DBOL,dbol
DBREALTY.NS,D B Realty Limited,EQ,DBREALTY,dbrealty
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,EQ,DBSTOCKBRO,dbstockbro
DCAL.NS,Dishman Carbogen Amcis Limited,EQ,DCAL,dcal
DCBBANK.NS,DCB Bank Limited,EQ,DCBBANK,dcbbank
DCI.NS,Dc Infotech And Communication Limited,EQ,DCI,dci
DCM.NS,DCM  Limited,EQ,DCM,dcm
DCMFINSERV.NS,DCM Financial Services Limited,BE,DCMFINSERV,dcmfinserv
DCMNVL.NS,DCM Nouvelle Limited,EQ,DCMNVL,dcmnvl
DCMSHRIRAM.NS,DCM Shriram Limited,EQ,DCMSHRIRAM,dcmshriram
DCMSRIND.NS,DCM Shriram Industries Limited,EQ,DCMSRIND,dcmsrind
DCW.NS,DCW Limited,EQ,DCW,dcw
DCXINDIA.NS,DCX Systems Limited,EQ,DCXINDIA,dcxindia
DECCANCE.NS,Deccan Cements Limited,EQ,DECCANCE,deccance
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,DEEPAKFERT,deepakfert
DEEPAKNTR.NS,Deepak Nitrite Limited,EQ,DEEPAKNTR,deepakntr
DEEPENR.NS,DEEP ENERGY RESOURCES LIMITED,EQ,DEEPENR,deepenr
DEEPINDS.NS,Deep Industries Limited,EQ,DEEPINDS,deepinds
DELHIVERY.NS,Delhivery Limited,EQ,DELHIVERY,delhivery
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,EQ,DELPHIFX,delphifx
DELTACORP.NS,Delta Corp Limited,EQ,DELTACORP,deltacorp
DELTAMAGNT.NS,Delta Manufacturing Limited,EQ,DELTAMAGNT,deltamagnt
DEN.NS,Den Networks Limited,EQ,DEN,den
DENORA.NS,De Nora India Limited,EQ,DENORA,denora
DEVIT.NS,Dev Information Technology Limited,EQ,DEVIT,devit
DEVYANI.NS,Devyani International Limited,EQ,DEVYANI,devyani
DGCONTENT.NS,Digicontent Limited,EQ,DGCONTENT,dgcontent
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ,DHAMPURSUG,dhampursug
DHANBANK.NS,Dhanlaxmi Bank Limited,EQ,DHANBANK,dhanbank
DHANI.NS,Dhani Services Limited,EQ,DHANI,dhani
DHANUKA.NS,Dhanuka Agritech Limited,EQ,DHANUKA,dhanuka
DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ,DHARMAJ,dharmaj
DHARSUGAR.NS,Dharani Sugars&Chemicals Limited,BZ,DHARSUGAR,dharsugar
DHRUV.NS,Dhruv Consultancy Services Limited,EQ,DHRUV,dhruv
DHUNINV.NS,Dhunseri Investments Limited,EQ,DHUNINV,dhuninv
DIAMONDYD.NS,Prataap Snacks Limited,EQ,DIAMONDYD,diamondyd
DICIND.NS,DIC India Limited,EQ,DICIND,dicind
DIGISPICE.NS,DiGiSPICE Technologies Limited,EQ,DIGISPICE,digispice
DIGJAMLMTD.NS,Digjam Limited,BE,DIGJAMLMTD,digjamlmtd
DIL.NS,Debock Industries Limited,EQ,DIL,dil
DISHTV.NS,Dish TV India Limited,EQ,DISHTV,dishtv
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ,DIVGIITTS,divgiitts
DIVISLAB.NS,Divi's Laboratories Limited,EQ,DIVISLAB,divislab
DIXON.NS,Dixon Technologies (India) Limited,EQ,DIXON,dixon
DJML.NS,DJ Mediaprint & Logistics Limited,EQ,DJML,djml
DLF.NS,DLF Limited,EQ,DLF,dlf
DLINKINDIA.NS,D-Link (India) Limited,EQ,DLINKINDIA,dlinkindia
DMART.NS,Avenue Supermarts Limited,EQ,DMART,dmart
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,EQ,DMCC,dmcc
DNAMEDIA.NS,Diligent Media Corporation Limited,EQ,DNAMEDIA,dnamedia
DODLA.NS,Dodla Dairy Limited,EQ,DODLA,dodla
DOLATALGO.NS,Dolat Algotech Limited,EQ,DOLATALGO,dolatalgo
DOLLAR.NS,Dollar Industries Limited,EQ,DOLLAR,dollar
DONEAR.NS,Donear Industries Limited,EQ,DONEAR,donear
DPABHUSHAN.NS,D. P. Abhushan Limited,EQ,DPABHUSHAN,dpabhushan
DPSCLTD.NS,DPSC Limited,EQ,DPSCLTD,dpscltd
DPWIRES.NS,D P Wires Limited,EQ,DPWIRES,dpwires
DRCSYSTEMS.NS,DRC Systems India Limited,EQ,DRCSYSTEMS,drcsystems
DREAMFOLKS.NS,Dreamfolks Services Limited,EQ,DREAMFOLKS,dreamfolks
DREDGECORP.NS,Dredging Corporation of India Limited,EQ,DREDGECORP,dredgecorp
DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ,DRREDDY,drreddy
DSSL.NS,Dynacons Systems & Solutions Limited,EQ,DSSL,dssl
DTIL.NS,Dhunseri Tea & Industries Limited,EQ,DTIL,dtil
DUCON.NS,Ducon Infratechnologies Limited,BE,DUCON,ducon
DVL.NS,Dhunseri Ventures Limited,EQ,DVL,dvl
DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ,DWARKESH,dwarkesh
DYCL.NS,Dynamic Cables Limited,EQ,DYCL,dycl
DYNAMATECH.NS,Dynamatic Technologies Limited,EQ,DYNAMATECH,dynamatech
DYNPRO.NS,Dynemic Products Limited,EQ,DYNPRO,dynpro
E2E.NS,E2E Networks Limited,EQ,E2E,e2e
EASEMYTRIP.NS,Easy Trip Planners Limited,EQ,EASEMYTRIP,easemytrip
EASTSILK.NS,Eastern Silk Industries Limited,BE,EASTSILK,eastsilk
ECLERX.NS,eClerx Services Limited,EQ,ECLERX,eclerx
EDELWEISS.NS,Edelweiss Financial Services Limited,EQ,EDELWEISS,edelweiss
EICHERMOT.NS,Eicher Motors Limited,EQ,EICHERMOT,eichermot
EIDPARRY.NS,EID Parry India Limited,EQ,EIDPARRY,eidparry
EIFFL.NS,Euro India Fresh Foods Limited,EQ,EIFFL,eiffl
EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ,EIHAHOTELS,eihahotels
EIHOTEL.NS,EIH Limited,EQ,EIHOTEL,eihotel
EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ,EIMCOELECO,eimcoeleco
EKC.NS,Everest Kanto Cylinder Limited,EQ,EKC,ekc
ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ,ELDEHSG,eldehsg
ELECON.NS,Elecon Engineering Company Limited,EQ,ELECON,elecon
ELECTCAST.NS,Electrosteel Castings Limited,EQ,ELECTCAST,electcast
ELECTHERM.NS,Electrotherm (India) Limited,EQ,ELECTHERM,electherm
ELGIEQUIP.NS,Elgi Equipments Limited,EQ,ELGIEQUIP,elgiequip
ELGIRUBCO.NS,Elgi Rubber Company Limited,EQ,ELGIRUBCO,elgirubco
ELIN.NS,Elin Electronics Limited,EQ,ELIN,elin
EMAMILTD.NS,Emami Limited,EQ,EMAMILTD,emamiltd
EMAMIPAP.NS,Emami Paper Mills Limited,EQ,EMAMIPAP,emamipap
EMAMIREAL.NS,Emami Realty Limited,EQ,EMAMIREAL,emamireal
EMIL.NS,Electronics Mart India Limited,EQ,EMIL,emil
EMKAY.NS,Emkay Global Financial Services Limited,EQ,EMKAY,emkay
EMMBI.NS,Emmbi Industries Limited,EQ,EMMBI,emmbi
EMUDHRA.NS,eMudhra Limited,EQ,EMUDHRA,emudhra
ENDURANCE.NS,Endurance Technologies Limited,EQ,ENDURANCE,endurance
ENERGYDEV.NS,Energy Development Company Limited,EQ,ENERGYDEV,energydev
ENGINERSIN.NS,Engineers India Limited,EQ,ENGINERSIN,enginersin
ENIL.NS,Entertainment Network (India) Limited,EQ,ENIL,enil
EPL.NS,EPL Limited,EQ,EPL,epl
EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ,EQUITASBNK,equitasbnk
ERIS.NS,Eris Lifesciences Limited,EQ,ERIS,eris
EROSMEDIA.NS,Eros International Media Limited,EQ,EROSMEDIA,erosmedia
ESABINDIA.NS,Esab India Limited,EQ,ESABINDIA,esabindia
ESCORTS.NS,Escorts Kubota Limited,EQ,ESCORTS,escorts
ESSARSHPNG.NS,Essar Shipping Limited,EQ,ESSARSHPNG,essarshpng
ESSENTIA.NS,Integra Essentia Limited,EQ,ESSENTIA,essentia
ESTER.NS,Ester Industries Limited,EQ,ESTER,ester
ETHOSLTD.NS,Ethos Limited,EQ,ETHOSLTD,ethosltd
EUROTEXIND.NS,Eurotex Industries and Exports Limited,EQ,EUROTEXIND,eurotexind
EVEREADY.NS,Eveready Industries India Limited,EQ,EVEREADY,eveready
EVERESTIND.NS,Everest Industries Limited,EQ,EVERESTIND,everestind
EXCEL.NS,Excel Realty N Infra Limited,EQ,EXCEL,excel
EXCELINDUS.NS,Excel Industries Limited,EQ,EXCELINDUS,excelindus
EXIDEIND.NS,Exide Industries Limited,EQ,EXIDEIND,exideind
EXPLEOSOL.NS,Expleo Solutions Limited,EQ,EXPLEOSOL,expleosol
EXXARO.NS,Exxaro Tiles Limited,EQ,EXXARO,exxaro
FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ,FACT,fact
FAIRCHEMOR.NS,Fairchem Organics Limited,EQ,FAIRCHEMOR,fairchemor
FAZE3Q.NS,Faze Three Limited,EQ,FAZE3Q,faze3q
FCL.NS,Fineotex Chemical Limited,EQ,FCL,fcl
FCONSUMER.NS,Future Consumer Limited,BE,FCONSUMER,fconsumer
FCSSOFT.NS,FCS Software Solutions Limited,EQ,FCSSOFT,fcssoft
FDC.NS,FDC Limited,EQ,FDC,fdc
FEDERALBNK.NS,The Federal Bank  Limited,EQ,FEDERALBNK,federalbnk
FIBERWEB.NS,Fiberweb (India) Limited,EQ,FIBERWEB,fiberweb
FIEMIND.NS,Fiem Industries Limited,EQ,FIEMIND,fiemind
FILATEX.NS,Filatex India Limited,EQ,FILATEX,filatex
FINCABLES.NS,Finolex Cables Limited,EQ,FINCABLES,fincables
FINEORG.NS,Fine Organic Industries Limited,EQ,FINEORG,fineorg
FINOPB.NS,Fino Payments Bank Limited,EQ,FINOPB,finopb
FINPIPE.NS,Finolex Industries Limited,EQ,FINPIPE,finpipe
FIVESTAR.NS,Five-Star Business Finance Limited,EQ,FIVESTAR,fivestar
FLEXITUFF.NS,Flexituff Ventures International Limited,EQ,FLEXITUFF,flexituff
FLFL.NS,Future Lifestyle Fashions Limited,BZ,FLFL,flfl
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ,FLUOROCHEM,fluorochem
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ,FMGOETZE,fmgoetze
FMNL.NS,Future Market Networks Limited,BE,FMNL,fmnl
FOCUS.NS,Focus Lighting and Fixtures Limited,EQ,FOCUS,focus
FOODSIN.NS,Foods & Inns Limited,EQ,FOODSIN,foodsin
FORCEMOT.NS,FORCE MOTORS LTD,EQ,FORCEMOT,forcemot
FORTIS.NS,Fortis Healthcare Limited,EQ,FORTIS,fortis
FOSECOIND.NS,Foseco India Limited,EQ,FOSECOIND,fosecoind
FSL.NS,Firstsource Solutions Limited,EQ,FSL,fsl
FUSION.NS,Fusion Micro Finance Limited,EQ,FUSION,fusion
GABRIEL.NS,Gabriel India Limited,EQ,GABRIEL,gabriel
GAEL.NS,Gujarat Ambuja Exports Limited,EQ,GAEL,gael
GAIL.NS,GAIL (India) Limited,EQ,GAIL,gail
GAL.NS,Gyscoal Alloys Limited,EQ,GAL,gal
GALAXYSURF.NS,Galaxy Surfactants Limited,EQ,GALAXYSURF,galaxysurf
GALLANTT.NS,Gallantt Ispat Limited,EQ,GALLANTT,gallantt
GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ,GANDHITUBE,gandhitube
GANECOS.NS,Ganesha Ecosphere Limited,EQ,GANECOS,ganecos
GANESHBE.NS,Ganesh Benzoplast Limited,EQ,GANESHBE,ganeshbe
GANESHHOUC.NS,Ganesh Housing Corporation Limited,EQ,GANESHHOUC,ganeshhouc
GANGAFORGE.NS,Ganga Forging Limited,EQ,GANGAFORGE,gangaforge
GANGESSECU.NS,Ganges Securities Limited,EQ,GANGESSECU,gangessecu
GARFIBRES.NS,Garware Technical Fibres Limited,EQ,GARFIBRES,garfibres
GATEWAY.NS,Gateway Distriparks Limited,EQ,GATEWAY,gateway
GATI.NS,GATI Limited,EQ,GATI,gati
GAYAHWS.NS,Gayatri Highways Limited,BE,GAYAHWS,gayahws
GEECEE.NS,GeeCee Ventures Limited,EQ,GEECEE,geecee
GEEKAYWIRE.NS,Geekay Wires Limited,EQ,GEEKAYWIRE,geekaywire
GENCON.NS,Generic Engineering Construction and Projects Limited,EQ,GENCON,gencon
GENESYS.NS,Genesys International Corporation Limited,EQ,GENESYS,genesys
GENUSPAPER.NS,Genus Paper & Boards Limited,EQ,GENUSPAPER,genuspaper
GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ,GENUSPOWER,genuspower
GEOJITFSL.NS,Geojit Financial Services Limited,EQ,GEOJITFSL,geojitfsl
GEPIL.NS,GE Power India Limited,EQ,GEPIL,gepil
GESHIP.NS,The Great Eastern Shipping Company Limited,EQ,GESHIP,geship
GET&D.NS,GE T&D India Limited,EQ,GET&D,get&d
GFLLIMITED.NS,GFL Limited,EQ,GFLLIMITED,gfllimited
GHCL.NS,GHCL Limited,EQ,GHCL,ghcl
GICHSGFIN.NS,GIC Housing Finance Limited,EQ,GICHSGFIN,gichsgfin
GICRE.NS,General Insurance Corporation of India,EQ,GICRE,gicre
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,EQ,GILLANDERS,gillanders
GILLETTE.NS,Gillette India Limited,EQ,GILLETTE,gillette
GINNIFILA.NS,Ginni Filaments Limited,BE,GINNIFILA,ginnifila
GIPCL.NS,Gujarat Industries Power Company Limited,EQ,GIPCL,gipcl
GISO-RE.NS,GI Engineering Sol-RE,BE,GISO-RE,giso-re
GISOLUTION.NS,GI Engineering Solutions Limited,BE,GISOLUTION,gisolution
GKWLIMITED.NS,GKW Limited,EQ,GKWLIMITED,gkwlimited
GLAND.NS,Gland Pharma Limited,EQ,GLAND,gland
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,EQ,GLAXO,glaxo
GLENMARK.NS,Glenmark Pharmaceuticals Limited,EQ,GLENMARK,glenmark
GLFL.NS,Gujarat Lease Financing Limited,EQ,GLFL,glfl
GLOBAL.NS,Global Education Limited,EQ,GLOBAL,global
GLOBALVECT.NS,Global Vectra Helicorp Limited,EQ,GLOBALVECT,globalvect
GLOBE.NS,Globe Textiles (India) Limited,EQ,GLOBE,globe
GLOBUSSPR.NS,Globus Spirits Limited,EQ,GLOBUSSPR,globusspr
GLS.NS,Glenmark Life Sciences Limited,EQ,GLS,gls
GMBREW.NS,GM Breweries Limited,EQ,GMBREW,gmbrew
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,EQ,GMDCLTD,gmdcltd
GMMPFAUDLR.NS,GMM Pfaudler Limited,EQ,GMMPFAUDLR,gmmpfaudlr
GMRINFRA.NS,GMR Airports Infrastructure Limited,EQ,GMRINFRA,gmrinfra
GMRP&UI.NS,GMR Power and Urban Infra Limited,EQ,GMRP&UI,gmrp&ui
GNA.NS,GNA Axles Limited,EQ,GNA,gna
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,GNFC,gnfc
GOACARBON.NS,Goa Carbon Limited,EQ,GOACARBON,goacarbon
GOCLCORP.NS,GOCL Corporation Limited,EQ,GOCLCORP,goclcorp
GOCOLORS.NS,Go Fashion (India) Limited,EQ,GOCOLORS,gocolors
GODFRYPHLP.NS,Godfrey Phillips India Limited,EQ,GODFRYPHLP,godfryphlp
GODHA.NS,Godha Cabcon & Insulation Limited,EQ,GODHA,godha
GODREJAGRO.NS,Godrej Agrovet Limited,EQ,GODREJAGRO,godrejagro
GODREJCP.NS,Godrej Consumer Products Limited,EQ,GODREJCP,godrejcp
GODREJIND.NS,Godrej Industries Limited,EQ,GODREJIND,godrejind
GODREJPROP.NS,Godrej Properties Limited,EQ,GODREJPROP,godrejprop
GOKEX.NS,Gokaldas Exports Limited,EQ,GOKEX,gokex
GOKUL.NS,Gokul Refoils and Solvent Limited,EQ,GOKUL,gokul
GOKULAGRO.NS,Gokul Agro Resources Limited,EQ,GOKULAGRO,gokulagro
GOLDIAM.NS,Goldiam International Limited,EQ,GOLDIAM,goldiam
GOLDTECH.NS,Goldstone Technologies Limited,BE,GOLDTECH,goldtech
GOODLUCK.NS,Goodluck India Limited,EQ,GOODLUCK,goodluck
GOODYEAR.NS,Goodyear India Limited,EQ,GOODYEAR,goodyear
GOYALALUM.NS,Goyal Aluminiums Limited,BE,GOYALALUM,goyalalum
GPIL.NS,Godawari Power And Ispat limited,EQ,GPIL,gpil
GPPL.NS,Gujarat Pipavav Port Limited,EQ,GPPL,gppl
GPTINFRA.NS,GPT Infraprojects Limited,EQ,GPTINFRA,gptinfra
GRANULES.NS,Granules India Limited,EQ,GRANULES,granules
GRAPHITE.NS,Graphite India Limited,EQ,GRAPHITE,graphite
GRASIM.NS,Grasim Industries Limited,EQ,GRASIM,grasim
GRAUWEIL.NS,Grauer & Weil (India) Limited,EQ,GRAUWEIL,grauweil
GRAVITA.NS,Gravita India Limited,EQ,GRAVITA,gravita
GREAVESCOT.NS,Greaves Cotton Limited,EQ,GREAVESCOT,greavescot
GREENLAM.NS,Greenlam Industries Limited,EQ,GREENLAM,greenlam
GREENPANEL.NS,Greenpanel Industries Limited,EQ,GREENPANEL,greenpanel
GREENPLY.NS,Greenply Industries Limited,EQ,GREENPLY,greenply
GREENPOWER.NS,Orient Green Power Company Limited,EQ,GREENPOWER,greenpower
GRINDWELL.NS,Grindwell Norton Limited,EQ,GRINDWELL,grindwell
GRINFRA.NS,G R Infraprojects Limited,EQ,GRINFRA,grinfra
GRMOVER.NS,GRM Overseas Limited,EQ,GRMOVER,grmover
GROBTEA.NS,The Grob Tea Company Limited,EQ,GROBTEA,grobtea
GRPLTD.NS,GRP Limited,BE,GRPLTD,grpltd
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,EQ,GRSE,grse
GRWRHITECH.NS,Garware Hi-Tech Films Limited,EQ,GRWRHITECH,grwrhitech
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,EQ,GSFC,gsfc
GSLSU.NS,Global Surfaces Limited,EQ,GSLSU,gslsu
GSPL.NS,Gujarat State Petronet Limited,EQ,GSPL,gspl
GSS.NS,GSS Infotech Limited,EQ,GSS,gss
GTL.NS,GTL Limited,EQ,GTL,gtl
GTLINFRA.NS,GTL Infrastructure Limited,EQ,GTLINFRA,gtlinfra
GTPL.NS,GTPL Hathway Limited,EQ,GTPL,gtpl
GUFICBIO.NS,Gufic Biosciences Limited,EQ,GUFICBIO,guficbio
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,EQ,GUJALKALI,gujalkali
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,EQ,GUJAPOLLO,gujapollo
GUJGASLTD.NS,Gujarat Gas Limited,EQ,GUJGASLTD,gujgasltd
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,BE,GUJRAFFIA,gujraffia
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,EQ,GULFOILLUB,gulfoillub
GULFPETRO.NS,GP Petroleums Limited,EQ,GULFPETRO,gulfpetro
GULPOLY.NS,Gulshan Polyols Limited,EQ,GULPOLY,gulpoly
GVKPIL.NS,GVK Power & Infrastructure Limited,EQ,GVKPIL,gvkpil
HAL.NS,Hindustan Aeronautics Limited,EQ,HAL,hal
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,EQ,HAPPSTMNDS,happstmnds
HARDWYN.NS,Hardwyn India Limited,EQ,HARDWYN,hardwyn
HARIOMPIPE.NS,Hariom Pipe Industries Limited,EQ,HARIOMPIPE,hariompipe
HARRMALAYA.NS,Harrisons  Malayalam Limited,EQ,HARRMALAYA,harrmalaya
HARSHA.NS,Harsha Engineers International Limited,EQ,HARSHA,harsha
HATHWAY.NS,Hathway Cable & Datacom Limited,EQ,HATHWAY,hathway
HATSUN.NS,Hatsun Agro Product Limited,EQ,HATSUN,hatsun
HAVELLS.NS,Havells India Limited,EQ,HAVELLS,havells
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,BE,HAVISHA,havisha
HBLPOWER.NS,HBL Power Systems Limited,EQ,HBLPOWER,hblpower
HBSL.NS,HB Stockholdings Limited,EQ,HBSL,hbsl
HCC.NS,Hindustan Construction Company Limited,EQ,HCC,hcc
HCG.NS,Healthcare Global Enterprises Limited,EQ,HCG,hcg
HCL-INSYS.NS,HCL Infosystems Limited,EQ,HCL-INSYS,hcl-insys
HCLTECH.NS,HCL Technologies Limited,EQ,HCLTECH,hcltech
HDFC.NS,Housing Development Finance Corporation Limited,EQ,HDFC,hdfc
HDFCAMC.NS,HDFC Asset Management Company Limited,EQ,HDFCAMC,hdfcamc
HDFCBANK.NS,HDFC Bank Limited,EQ,HDFCBANK,hdfcbank
HDFCLIFE.NS,HDFC Life Insurance Company Limited,EQ,HDFCLIFE,hdfclife
HEADSUP.NS,Heads UP Ventures Limited,EQ,HEADSUP,headsup
HECPROJECT.NS,HEC Infra Projects Limited,EQ,HECPROJECT,hecproject
HEG.NS,HEG Limited,EQ,HEG,heg
HEIDELBERG.NS,HeidelbergCement India Limited,EQ,HEIDELBERG,heidelberg
HEMIPROP.NS,Hemisphere Properties India Limited,EQ,HEMIPROP,hemiprop
HERANBA.NS,Heranba Industries Limited,EQ,HERANBA,heranba
HERCULES.NS,Hercules Hoists Limited,EQ,HERCULES,hercules
HERITGFOOD.NS,Heritage Foods Limited,EQ,HERITGFOOD,heritgfood
HEROMOTOCO.NS,Hero MotoCorp Limited,EQ,HEROMOTOCO,heromotoco
HESTERBIO.NS,Hester Biosciences Limited,EQ,HESTERBIO,hesterbio
HEUBACHIND.NS,Heubach Colorants India Limited,EQ,HEUBACHIND,heubachind
HEXATRADEX.NS,Hexa Tradex Limited,EQ,HEXATRADEX,hexatradex
HFCL.NS,HFCL Limited,EQ,HFCL,hfcl
HGINFRA.NS,H.G. Infra Engineering Limited,EQ,HGINFRA,hginfra
HGS.NS,Hinduja Global Solutions Limited,EQ,HGS,hgs
HIKAL.NS,Hikal Limited,EQ,HIKAL,hikal
HIL.NS,HIL Limited,EQ,HIL,hil
HILTON.NS,Hilton Metal Forging Limited,BE,HILTON,hilton
HIMATSEIDE.NS,Himatsingka Seide Limited,EQ,HIMATSEIDE,himatseide
HINDALCO.NS,Hindalco Industries Limited,EQ,HINDALCO,hindalco
HINDCOMPOS.NS,Hindustan Composites Limited,EQ,HINDCOMPOS,hindcompos
HINDCON.NS,Hindcon Chemicals Limited,EQ,HINDCON,hindcon
HINDCOPPER.NS,Hindustan Copper Limited,EQ,HINDCOPPER,hindcopper
HINDMOTORS.NS,Hindustan Motors Limited,EQ,HINDMOTORS,hindmotors
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,EQ,HINDOILEXP,hindoilexp
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,EQ,HINDPETRO,hindpetro
HINDUNILVR.NS,Hindustan Unilever Limited,EQ,HINDUNILVR,hindunilvr
HINDWAREAP.NS,Hindware Home Innovation Limited,EQ,HINDWAREAP,hindwareap
HINDZINC.NS,Hindustan Zinc Limited,EQ,HINDZINC,hindzinc
HIRECT.NS,Hind Rectifiers Limited,EQ,HIRECT,hirect
HISARMETAL.NS,Hisar Metal Industries Limited,EQ,HISARMETAL,hisarmetal
HITECH.NS,Hi-Tech Pipes Limited,EQ,HITECH,hitech
HITECHCORP.NS,Hitech Corporation Limited,EQ,HITECHCORP,hitechcorp
HITECHGEAR.NS,The Hi-Tech Gears Limited,EQ,HITECHGEAR,hitechgear
HLEGLAS.NS,HLE Glascoat Limited,EQ,HLEGLAS,hleglas
HLVLTD.NS,HLV LIMITED,EQ,HLVLTD,hlvltd
HMT.NS,HMT Limited,BZ,HMT,hmt
HMVL.NS,Hindustan Media Ventures Limited,EQ,HMVL,hmvl
HNDFDS.NS,Hindustan Foods Limited,EQ,HNDFDS,hndfds
HOMEFIRST.NS,Home First Finance Company India Limited,EQ,HOMEFIRST,homefirst
HONAUT.NS,Honeywell Automation India Limited,EQ,HONAUT,honaut
HONDAPOWER.NS,Honda India Power Products Limited,EQ,HONDAPOWER,hondapower
HOVS.NS,HOV Services Limited,EQ,HOVS,hovs
HPAL.NS,HP Adhesives Limited,EQ,HPAL,hpal
HPIL.NS,Hindprakash Industries Limited,BE,HPIL,hpil
HPL.NS,HPL Electric & Power Limited,EQ,HPL,hpl
HSCL.NS,Himadri Speciality Chemical Limited,EQ,HSCL,hscl
HTMEDIA.NS,HT Media Limited,EQ,HTMEDIA,htmedia
HUBTOWN.NS,Hubtown Limited,EQ,HUBTOWN,hubtown
HUDCO.NS,Housing & Urban Development Corporation Limited,EQ,HUDCO,hudco
HUHTAMAKI.NS,Huhtamaki India Limited,EQ,HUHTAMAKI,huhtamaki
HYBRIDFIN.NS,Hybrid Financial Services Limited,EQ,HYBRIDFIN,hybridfin
IBREALEST.NS,Indiabulls Real Estate Limited,EQ,IBREALEST,ibrealest
IBULHSGFIN.NS,Indiabulls Housing Finance Limited,EQ,IBULHSGFIN,ibulhsgfin
ICDSLTD.NS,ICDS Limited,BE,ICDSLTD,icdsltd
