TICKER,NAME,SERIES,SYMBOL,SLUG
ICEMAKE.NS,Ice Make Refrigeration Limited,EQ,ICEMAKE,icemake
ICICIBANK.NS,ICICI Bank Limited,EQ,ICICIBANK,icicibank
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,EQ,ICICIGI,icicigi
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,EQ,ICICIPRULI,icicipruli
ICIL.NS,Indo Count Industries Limited,EQ,ICIL,icil
ICRA.NS,ICRA Limited,EQ,ICRA,icra
IDBI.NS,IDBI Bank Limited,EQ,IDBI,idbi
IDEA.NS,Vodafone Idea Limited,EQ,IDEA,idea
IDFC.NS,IDFC Limited,EQ,IDFC,idfc
IDFCFIRSTB.NS,IDFC First Bank Limited,EQ,IDFCFIRSTB,idfcfirstb
IEL.NS,Indiabulls Enterprises Limited,EQ,IEL,iel
IEX.NS,Indian Energy Exchange Limited,EQ,IEX,iex
IFBAGRO.NS,IFB Agro Industries Limited,EQ,IFBAGRO,ifbagro
IFBIND.NS,IFB Industries Limited,EQ,IFBIND,ifbind
IFCI.NS,IFCI Limited,EQ,IFCI,ifci
IFGLEXPOR.NS,IFGL Refractories Limited,EQ,IFGLEXPOR,ifglexpor
IGARASHI.NS,Igarashi Motors India Limited,EQ,IGARASHI,igarashi
IGL.NS,Indraprastha Gas Limited,EQ,IGL,igl
IGPL.NS,IG Petrochemicals Limited,EQ,IGPL,igpl
IIFL.NS,IIFL Finance Limited,EQ,IIFL,iifl
IIFLSEC.NS,IIFL Securities Limited,EQ,IIFLSEC,iiflsec
IITL.NS,Industrial Investment Trust Limited,EQ,IITL,iitl
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,BZ,IL&FSENGG,il&fsengg
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,BZ,IL&FSTRANS,il&fstrans
IMAGICAA.NS,Imagicaaworld Entertainment Limited,EQ,IMAGICAA,imagicaa
IMFA.NS,Indian Metals & Ferro Alloys Limited,EQ,IMFA,imfa
IMPAL.NS,India Motor Parts and Accessories Limited,EQ,IMPAL,impal
IMPEXFERRO.NS,Impex Ferro Tech Limited,BE,IMPEXFERRO,impexferro
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ,INCREDIBLE,incredible
INDBANK.NS,Indbank Merchant Banking Services Limited,EQ,INDBANK,indbank
INDHOTEL.NS,The Indian Hotels Company Limited,EQ,INDHOTEL,indhotel
INDIACEM.NS,The India Cements Limited,EQ,INDIACEM,indiacem
INDIAGLYCO.NS,India Glycols Limited,EQ,INDIAGLYCO,indiaglyco
INDIAMART.NS,Indiamart Intermesh Limited,EQ,INDIAMART,indiamart
INDIANB.NS,Indian Bank,EQ,INDIANB,indianb
INDIANCARD.NS,Indian Card Clothing Company Limited,EQ,INDIANCARD,indiancard
INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ,INDIANHUME,indianhume
INDIGO.NS,InterGlobe Aviation Limited,EQ,INDIGO,indigo
INDIGOPNTS.NS,Indigo Paints Limited,EQ,INDIGOPNTS,indigopnts
INDNIPPON.NS,India Nippon Electricals Limited,EQ,INDNIPPON,indnippon
INDOAMIN.NS,Indo Amines Limited,EQ,INDOAMIN,indoamin
INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ,INDOBORAX,indoborax
INDOCO.NS,Indoco Remedies Limited,EQ,INDOCO,indoco
INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ,INDORAMA,indorama
INDOSTAR.NS,IndoStar Capital Finance Limited,BE,INDOSTAR,indostar
INDOTECH.NS,Indo Tech Transformers Limited,EQ,INDOTECH,indotech
INDOTHAI.NS,Indo Thai Securities Limited,BE,INDOTHAI,indothai
INDOWIND.NS,Indowind Energy Limited,EQ,INDOWIND,indowind
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,BE,INDRAMEDCO,indramedco
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,EQ,INDSWFTLAB,indswftlab
INDSWFTLTD.NS,Ind-Swift Limited,EQ,INDSWFTLTD,indswftltd
INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ,INDTERRAIN,indterrain
INDUSINDBK.NS,IndusInd Bank Limited,EQ,INDUSINDBK,indusindbk
INDUSTOWER.NS,Indus Towers Limited,EQ,INDUSTOWER,industower
INFIBEAM.NS,Infibeam Avenues Limited,EQ,INFIBEAM,infibeam
INFOBEAN.NS,InfoBeans Technologies Limited,EQ,INFOBEAN,infobean
INFOMEDIA.NS,Infomedia Press Limited,EQ,INFOMEDIA,infomedia
INFY.NS,Infosys Limited,EQ,INFY,infy
INGERRAND.NS,Ingersoll Rand (India) Limited,EQ,INGERRAND,ingerrand
INOXGREEN.NS,Inox Green Energy Services Limited,EQ,INOXGREEN,inoxgreen
INOXWIND.NS,Inox Wind Limited,EQ,INOXWIND,inoxwind
INSECTICID.NS,Insecticides (India) Limited,EQ,INSECTICID,insecticid
INSPIRISYS.NS,Inspirisys Solutions Limited,BE,INSPIRISYS,inspirisys
INTELLECT.NS,Intellect Design Arena Limited,EQ,INTELLECT,intellect
INTENTECH.NS,Intense Technologies Limited,EQ,INTENTECH,intentech
INTLCONV.NS,International Conveyors Limited,EQ,INTLCONV,intlconv
INVENTURE.NS,Inventure Growth & Securities Limited,EQ,INVENTURE,inventure
IOB.NS,Indian Overseas Bank,EQ,IOB,iob
IOC.NS,Indian Oil Corporation Limited,EQ,IOC,ioc
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ,IOLCP,iolcp
IONEXCHANG.NS,ION Exchange (India) Limited,EQ,IONEXCHANG,ionexchang
IPCALAB.NS,IPCA Laboratories Limited,EQ,IPCALAB,ipcalab
IPL.NS,India Pesticides Limited,EQ,IPL,ipl
IRB.NS,IRB Infrastructure Developers Limited,EQ,IRB,irb
IRCON.NS,Ircon International Limited,EQ,IRCON,ircon
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ,IRCTC,irctc
IRFC.NS,Indian Railway Finance Corporation Limited,EQ,IRFC,irfc
IRIS.NS,Iris Business Services Limited,EQ,IRIS,iris
IRISDOREME.NS,Iris Clothings Limited,EQ,IRISDOREME,irisdoreme
ISEC.NS,ICICI Securities Limited,EQ,ISEC,isec
ISFT.NS,Intrasoft Technologies Limited,EQ,ISFT,isft
ISGEC.NS,Isgec Heavy Engineering Limited,EQ,ISGEC,isgec
ISMTLTD.NS,ISMT Limited,EQ,ISMTLTD,ismtltd
ITC.NS,ITC Limited,EQ,ITC,itc
ITDC.NS,India Tourism Development Corporation Limited,EQ,ITDC,itdc
ITDCEM.NS,ITD Cementation India Limited,EQ,ITDCEM,itdcem
ITI.NS,ITI Limited,EQ,ITI,iti
IVC.NS,IL&FS Investment Managers Limited,EQ,IVC,ivc
IVP.NS,IVP Limited,EQ,IVP,ivp
IWEL.NS,Inox Wind Energy Limited,EQ,IWEL,iwel
IZMO.NS,IZMO Limited,EQ,IZMO,izmo
J&KBANK.NS,The Jammu & Kashmir Bank Limited,EQ,J&KBANK,j&kbank
JAGRAN.NS,Jagran Prakashan Limited,EQ,JAGRAN,jagran
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ,JAGSNPHARM,jagsnpharm
JAIBALAJI.NS,Jai Balaji Industries Limited,EQ,JAIBALAJI,jaibalaji
JAICORPLTD.NS,Jai Corp Limited,EQ,JAICORPLTD,jaicorpltd
JAIPURKURT.NS,Nandani Creation Limited,EQ,JAIPURKURT,jaipurkurt
JAMNAAUTO.NS,Jamna Auto Industries Limited,EQ,JAMNAAUTO,jamnaauto
JASH.NS,Jash Engineering Limited,EQ,JASH,jash
JAYAGROGN.NS,Jayant Agro Organics Limited,EQ,JAYAGROGN,jayagrogn
JAYBARMARU.NS,Jay Bharat Maruti Limited,EQ,JAYBARMARU,jaybarmaru
JAYNECOIND.NS,Jayaswal Neco Industries Limited,EQ,JAYNECOIND,jaynecoind
JAYSREETEA.NS,Jayshree Tea & Industries Limited,EQ,JAYSREETEA,jaysreetea
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,EQ,JBCHEPHARM,jbchepharm
JBMA.NS,JBM Auto Limited,EQ,JBMA,jbma
JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,JCHAC,jchac
JETAIRWAYS.NS,Jet Airways (India) Limited,BZ,JETAIRWAYS,jetairways
JETFREIGHT.NS,Jet Freight Logistics Limited,EQ,JETFREIGHT,jetfreight
JHS.NS,JHS Svendgaard Laboratories Limited,EQ,JHS,jhs
JINDALPHOT.NS,Jindal Photo Limited,EQ,JINDALPHOT,jindalphot
JINDALPOLY.NS,Jindal Poly Films Limited,EQ,JINDALPOLY,jindalpoly
JINDALSAW.NS,Jindal Saw Limited,EQ,JINDALSAW,jindalsaw
JINDALSTEL.NS,Jindal Steel & Power Limited,EQ,JINDALSTEL,jindalstel
JINDRILL.NS,Jindal Drilling And Industries Limited,EQ,JINDRILL,jindrill
JINDWORLD.NS,Jindal Worldwide Limited,EQ,JINDWORLD,jindworld
JISLDVREQS.NS,Jain Irrigation Systems Limited,EQ,JISLDVREQS,jisldvreqs
JISLJALEQS.NS,Jain Irrigation Systems Limited,EQ,JISLJALEQS,jisljaleqs
JITFINFRA.NS,JITF Infralogistics Limited,BE,JITFINFRA,jitfinfra
JKCEMENT.NS,JK Cement Limited,EQ,JKCEMENT,jkcement
JKIL.NS,J.Kumar Infraprojects Limited,EQ,JKIL,jkil
JKLAKSHMI.NS,JK Lakshmi Cement Limited,EQ,JKLAKSHMI,jklakshmi
JKPAPER.NS,JK Paper Limited,EQ,JKPAPER,jkpaper
JKTYRE.NS,JK Tyre & Industries Limited,EQ,JKTYRE,jktyre
JMA.NS,Jullundur Motor Agency (Delhi) Limited,EQ,JMA,jma
JMFINANCIL.NS,JM Financial Limited,EQ,JMFINANCIL,jmfinancil
JOCIL.NS,Jocil Limited,EQ,JOCIL,jocil
JPASSOCIAT.NS,Jaiprakash Associates Limited,EQ,JPASSOCIAT,jpassociat
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,EQ,JPOLYINVST,jpolyinvst
JPPOWER.NS,Jaiprakash Power Ventures Limited,EQ,JPPOWER,jppower
JSL.NS,Jindal Stainless Limited,EQ,JSL,jsl
JSWENERGY.NS,JSW Energy Limited,EQ,JSWENERGY,jswenergy
JSWHL.NS,JSW Holdings Limited,EQ,JSWHL,jswhl
JSWISPL.NS,JSW Ispat Special Products Limited,EQ,JSWISPL,jswispl
JSWSTEEL.NS,JSW Steel Limited,EQ,JSWSTEEL,jswsteel
JTEKTINDIA.NS,Jtekt India Limited,EQ,JTEKTINDIA,jtektindia
JTLIND.NS,JTL INDUSTRIES LIMITED,EQ,JTLIND,jtlind
JUBLFOOD.NS,Jubilant Foodworks Limited,EQ,JUBLFOOD,jublfood
JUBLINDS.NS,Jubilant Industries Limited,EQ,JUBLINDS,jublinds
JUBLINGREA.NS,Jubilant Ingrevia Limited,EQ,JUBLINGREA,jublingrea
JUBLPHARMA.NS,Jubilant Pharmova Limited,EQ,JUBLPHARMA,jublpharma
JUSTDIAL.NS,Just Dial Limited,EQ,JUSTDIAL,justdial
JWL.NS,Jupiter Wagons Limited,EQ,JWL,jwl
JYOTHYLAB.NS,Jyothy Labs Limited,EQ,JYOTHYLAB,jyothylab
JYOTISTRUC.NS,Jyoti Structures Limited,BZ,JYOTISTRUC,jyotistruc
KABRAEXTRU.NS,Kabra Extrusion Technik Limited,EQ,KABRAEXTRU,kabraextru
KAJARIACER.NS,Kajaria Ceramics Limited,EQ,KAJARIACER,kajariacer
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,EQ,KAKATCEM,kakatcem
KALPATPOWR.NS,Kalpataru Power Transmission Limited,EQ,KALPATPOWR,kalpatpowr
KALYANI.NS,Kalyani Commercials Limited,BE,KALYANI,kalyani
KALYANIFRG.NS,Kalyani Forge Limited,BE,KALYANIFRG,kalyanifrg
KALYANKJIL.NS,Kalyan Jewellers India Limited,EQ,KALYANKJIL,kalyankjil
KAMATHOTEL.NS,Kamat Hotels (I) Limited,EQ,KAMATHOTEL,kamathotel
KAMDHENU.NS,Kamdhenu Limited,EQ,KAMDHENU,kamdhenu
KAMOPAINTS.NS,Kamdhenu Ventures Limited,EQ,KAMOPAINTS,kamopaints
KANANIIND.NS,Kanani Industries Limited,EQ,KANANIIND,kananiind
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,EQ,KANORICHEM,kanorichem
KANPRPLA.NS,Kanpur Plastipack Limited,EQ,KANPRPLA,kanprpla
KANSAINER.NS,Kansai Nerolac Paints Limited,EQ,KANSAINER,kansainer
KAPSTON.NS,Kapston Services Limited,EQ,KAPSTON,kapston
KARMAENG.NS,Karma Energy Limited,BE,KARMAENG,karmaeng
KARURVYSYA.NS,Karur Vysya Bank Limited,EQ,KARURVYSYA,karurvysya
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,EQ,KAUSHALYA,kaushalya
KAVVERITEL.NS,Kavveri Telecom Products Limited,EQ,KAVVERITEL,kavveritel
KAYA.NS,Kaya Limited,EQ,KAYA,kaya
KAYNES.NS,Kaynes Technology India Limited,EQ,KAYNES,kaynes
KBCGLOBAL.NS,KBC Global Limited,BE,KBCGLOBAL,kbcglobal
KCP.NS,KCP Limited,EQ,KCP,kcp
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,EQ,KCPSUGIND,kcpsugind
KDDL.NS,KDDL Limited,EQ,KDDL,kddl
KEC.NS,KEC International Limited,EQ,KEC,kec
KECL.NS,Kirloskar Electric Company Limited,EQ,KECL,kecl
KEEPLEARN.NS,DSJ Keep Learning Limited,BE,KEEPLEARN,keeplearn
KEI.NS,KEI Industries Limited,EQ,KEI,kei
KELLTONTEC.NS,Kellton Tech Solutions Limited,EQ,KELLTONTEC,kelltontec
KENNAMET.NS,Kennametal India Limited,EQ,KENNAMET,kennamet
KERNEX.NS,Kernex Microsystems (India) Limited,BE,KERNEX,kernex
KESORAMIND.NS,Kesoram Industries Limited,EQ,KESORAMIND,kesoramind
KEYFINSERV.NS,Keynote Financial Services Limited,EQ,KEYFINSERV,keyfinserv
KFINTECH.NS,Kfin Technologies Limited,EQ,KFINTECH,kfintech
KHADIM.NS,Khadim India Limited,EQ,KHADIM,khadim
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,EQ,KHAICHEM,khaichem
KHAITANLTD.NS,Khaitan (India) Limited,EQ,KHAITANLTD,khaitanltd
KHANDSE.NS,Khandwala Securities Limited,EQ,KHANDSE,khandse
KICL.NS,Kalyani Investment Company Limited,EQ,KICL,kicl
KILITCH.NS,Kilitch Drugs (India) Limited,EQ,KILITCH,kilitch
KIMS.NS,Krishna Institute of Medical Sciences Limited,EQ,KIMS,kims
KINGFA.NS,Kingfa Science & Technology (India) Limited,EQ,KINGFA,kingfa
KIOCL.NS,KIOCL Limited,EQ,KIOCL,kiocl
KIRIINDUS.NS,Kiri Industries Limited,EQ,KIRIINDUS,kiriindus
KIRLFER.NS,Kirloskar Ferrous Industries Ltd,EQ,KIRLFER,kirlfer
KIRLOSBROS.NS,Kirloskar Brothers Limited,EQ,KIRLOSBROS,kirlosbros
KIRLOSENG.NS,Kirloskar Oil Engines Limited,EQ,KIRLOSENG,kirloseng
KIRLOSIND.NS,Kirloskar Industries Limited,EQ,KIRLOSIND,kirlosind
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,EQ,KIRLPNU,kirlpnu
KITEX.NS,Kitex Garments Limited,EQ,KITEX,kitex
KKCL.NS,Kewal Kiran Clothing Limited,EQ,KKCL,kkcl
KMSUGAR.NS,K.M.Sugar Mills Limited,EQ,KMSUGAR,kmsugar
KNRCON.NS,KNR Constructions Limited,EQ,KNRCON,knrcon
KOHINOOR.NS,Kohinoor Foods Limited,EQ,KOHINOOR,kohinoor
KOKUYOCMLN.NS,Kokuyo Camlin Limited,EQ,KOKUYOCMLN,kokuyocmln
KOLTEPATIL.NS,Kolte - Patil Developers Limited,EQ,KOLTEPATIL,koltepatil
KOPRAN.NS,Kopran Limited,EQ,KOPRAN,kopran
KOTAKBANK.NS,Kotak Mahindra Bank Limited,EQ,KOTAKBANK,kotakbank
KOTARISUG.NS,Kothari Sugars And Chemicals Limited,EQ,KOTARISUG,kotarisug
KOTHARIPET.NS,Kothari Petrochemicals Limited,EQ,KOTHARIPET,kotharipet
KOTHARIPRO.NS,Kothari Products Limited,EQ,KOTHARIPRO,kotharipro
KOVAI.NS,Kovai Medical Center and Hospital Limited,EQ,KOVAI,kovai
KPIGREEN.NS,KPI Green Energy Limited,EQ,KPIGREEN,kpigreen
KPITTECH.NS,KPIT Technologies Limited,EQ,KPITTECH,kpittech
KPRMILL.NS,K.P.R. Mill Limited,EQ,KPRMILL,kprmill
KRBL.NS,KRBL Limited,EQ,KRBL,krbl
KREBSBIO.NS,Krebs Biochemicals and Industries Limited,BE,KREBSBIO,krebsbio
KRIDHANINF.NS,Kridhan Infra Limited,BE,KRIDHANINF,kridhaninf
KRISHANA.NS,Krishana Phoschem Limited,EQ,KRISHANA,krishana
KRITI.NS,Kriti Industries (India) Limited,EQ,KRITI,kriti
KRITIKA.NS,Kritika Wires Limited,EQ,KRITIKA,kritika
KRITINUT.NS,Kriti Nutrients Limited,EQ,KRITINUT,kritinut
KRSNAA.NS,Krsnaa Diagnostics Limited,EQ,KRSNAA,krsnaa
KSB.NS,Ksb Limited,EQ,KSB,ksb
KSCL.NS,Kaveri Seed Company Limited,EQ,KSCL,kscl
KSHITIJPOL.NS,Kshitij Polyline Limited,EQ,KSHITIJPOL,kshitijpol
KSL.NS,Kalyani Steels Limited,EQ,KSL,ksl
KSOLVES.NS,Ksolves India Limited,EQ,KSOLVES,ksolves
KTKBANK.NS,The Karnataka Bank Limited,EQ,KTKBANK,ktkbank
KUANTUM.NS,Kuantum Papers Limited,EQ,KUANTUM,kuantum
L&TFH.NS,L&T Finance Holdings Limited,EQ,L&TFH,l&tfh
LAGNAM.NS,Lagnam Spintex Limited,EQ,LAGNAM,lagnam
LAKPRE.NS,Lakshmi Precision Screws Limited,BZ,LAKPRE,lakpre
LAL.NS,Lorenzini Apparels Limited,EQ,LAL,lal
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,EQ,LALPATHLAB,lalpathlab
LAMBODHARA.NS,Lambodhara Textiles Limited,EQ,LAMBODHARA,lambodhara
LANCER.NS,Lancer Container Lines Limited,EQ,LANCER,lancer
LANDMARK.NS,Landmark Cars Limited,EQ,LANDMARK,landmark
LAOPALA.NS,La Opala RG Limited,EQ,LAOPALA,laopala
LASA.NS,Lasa Supergenerics Limited,EQ,LASA,lasa
LATENTVIEW.NS,Latent View Analytics Limited,EQ,LATENTVIEW,latentview
LAURUSLABS.NS,Laurus Labs Limited,EQ,LAURUSLABS,lauruslabs
LAXMICOT.NS,Laxmi Cotspin Limited,EQ,LAXMICOT,laxmicot
LAXMIMACH.NS,Lakshmi Machine Works Limited,EQ,LAXMIMACH,laxmimach
LCCINFOTEC.NS,LCC Infotech Limited,EQ,LCCINFOTEC,lccinfotec
LEMONTREE.NS,Lemon Tree Hotels Limited,EQ,LEMONTREE,lemontree
LEXUS.NS,Lexus Granito (India) Limited,EQ,LEXUS,lexus
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,EQ,LFIC,lfic
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,EQ,LGBBROSLTD,lgbbrosltd
LGBFORGE.NS,LGB Forge Limited,EQ,LGBFORGE,lgbforge
LIBAS.NS,Libas Consumer Products Limited,EQ,LIBAS,libas
LIBERTSHOE.NS,Liberty Shoes Limited,EQ,LIBERTSHOE,libertshoe
LICHSGFIN.NS,LIC Housing Finance Limited,EQ,LICHSGFIN,lichsgfin
LICI.NS,Life Insurance Corporation Of India,EQ,LICI,lici
LIKHITHA.NS,Likhitha Infrastructure Limited,EQ,LIKHITHA,likhitha
LINC.NS,Linc Limited,EQ,LINC,linc
LINCOLN.NS,Lincoln Pharmaceuticals Limited,EQ,LINCOLN,lincoln
LINDEINDIA.NS,Linde India Limited,EQ,LINDEINDIA,lindeindia
LODHA.NS,Macrotech Developers Limited,EQ,LODHA,lodha
LOKESHMACH.NS,Lokesh Machines Limited,EQ,LOKESHMACH,lokeshmach
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,EQ,LOTUSEYE,lotuseye
LOVABLE.NS,Lovable Lingerie Limited,EQ,LOVABLE,lovable
LOYALTEX.NS,Loyal Textile Mills Limited,EQ,LOYALTEX,loyaltex
LPDC.NS,Landmark Property Development Company Limited,EQ,LPDC,lpdc
LSIL.NS,Lloyds Steels Industries Limited,EQ,LSIL,lsil
LT.NS,Larsen & Toubro Limited,EQ,LT,lt
LTIM.NS,LTIMindtree Limited,EQ,LTIM,ltim
LTTS.NS,L&T Technology Services Limited,EQ,LTTS,ltts
LUMAXIND.NS,Lumax Industries Limited,EQ,LUMAXIND,lumaxind
LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ,LUMAXTECH,lumaxtech
LUPIN.NS,Lupin Limited,EQ,LUPIN,lupin
LUXIND.NS,Lux Industries Limited,EQ,LUXIND,luxind
LXCHEM.NS,Laxmi Organic Industries Limited,EQ,LXCHEM,lxchem
LYKALABS.NS,Lyka Labs Limited,EQ,LYKALABS,lykalabs
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,EQ,LYPSAGEMS,lypsagems
M&M.NS,Mahindra & Mahindra Limited,EQ,M&M,m&m
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ,M&MFIN,m&mfin
MAANALU.NS,Maan Aluminium Limited,EQ,MAANALU,maanalu
MACPOWER.NS,Macpower CNC Machines Limited,EQ,MACPOWER,macpower
MADHAV.NS,Madhav Marbles and Granites Limited,EQ,MADHAV,madhav
MADHUCON.NS,Madhucon Projects Limited,BE,MADHUCON,madhucon
MADRASFERT.NS,Madras Fertilizers Limited,EQ,MADRASFERT,madrasfert
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ,MAGADSUGAR,magadsugar
MAGNUM.NS,Magnum Ventures Limited,EQ,MAGNUM,magnum
MAHABANK.NS,Bank of Maharashtra,EQ,MAHABANK,mahabank
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,EQ,MAHAPEXLTD,mahapexltd
MAHASTEEL.NS,Mahamaya Steel Industries Limited,EQ,MAHASTEEL,mahasteel
MAHEPC.NS,Mahindra EPC Irrigation Limited,EQ,MAHEPC,mahepc
MAHESHWARI.NS,Maheshwari Logistics Limited,EQ,MAHESHWARI,maheshwari
MAHINDCIE.NS,Mahindra CIE Automotive Limited,EQ,MAHINDCIE,mahindcie
MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,MAHLIFE,mahlife
MAHLOG.NS,Mahindra Logistics Limited,EQ,MAHLOG,mahlog
MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,MAHSCOOTER,mahscooter
MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,MAHSEAMLES,mahseamles
MAITHANALL.NS,Maithan Alloys Limited,EQ,MAITHANALL,maithanall
MALLCOM.NS,Mallcom (India) Limited,EQ,MALLCOM,mallcom
MALUPAPER.NS,Malu Paper Mills Limited,EQ,MALUPAPER,malupaper
MANAKALUCO.NS,Manaksia Aluminium Company Limited,EQ,MANAKALUCO,manakaluco
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,EQ,MANAKCOAT,manakcoat
MANAKSIA.NS,Manaksia Limited,EQ,MANAKSIA,manaksia
MANAKSTEEL.NS,Manaksia Steels Limited,EQ,MANAKSTEEL,manaksteel
MANALIPETC.NS,Manali Petrochemicals Limited,EQ,MANALIPETC,manalipetc
MANAPPURAM.NS,Manappuram Finance Limited,EQ,MANAPPURAM,manappuram
MANGALAM.NS,Mangalam Drugs And Organics Limited,EQ,MANGALAM,mangalam
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,EQ,MANGCHEFER,mangchefer
MANGLMCEM.NS,Mangalam Cement Limited,EQ,MANGLMCEM,manglmcem
MANINDS.NS,Man Industries (India) Limited,EQ,MANINDS,maninds
MANINFRA.NS,Man Infraconstruction Limited,EQ,MANINFRA,maninfra
MANOMAY.NS,Manomay Tex India Limited,EQ,MANOMAY,manomay
MANORAMA.NS,Manorama Industries Limited,EQ,MANORAMA,manorama
MANORG.NS,Mangalam Organics Limited,BE,MANORG,manorg
MANUGRAPH.NS,Manugraph India Limited,EQ,MANUGRAPH,manugraph
MANYAVAR.NS,Vedant Fashions Limited,EQ,MANYAVAR,manyavar
MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,MAPMYINDIA,mapmyindia
MARALOVER.NS,Maral Overseas Limited,EQ,MARALOVER,maralover
MARATHON.NS,Marathon Nextgen Realty Limited,EQ,MARATHON,marathon
MARICO.NS,Marico Limited,EQ,MARICO,marico
MARINE.NS,Marine Electricals (India) Limited,EQ,MARINE,marine
MARKSANS.NS,Marksans Pharma Limited,EQ,MARKSANS,marksans
MARSHALL.NS,Marshall Machines Limited,BE,MARSHALL,marshall
MARUTI.NS,Maruti Suzuki India Limited,EQ,MARUTI,maruti
MASFIN.NS,MAS Financial Services Limited,EQ,MASFIN,masfin
MASKINVEST.NS,Mask Investments Limited,BE,MASKINVEST,maskinvest
MASTEK.NS,Mastek Limited,EQ,MASTEK,mastek
MATRIMONY.NS,Matrimony.Com Limited,EQ,MATRIMONY,matrimony
MAWANASUG.NS,Mawana Sugars Limited,EQ,MAWANASUG,mawanasug
MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,MAXHEALTH,maxhealth
MAXIND.NS,Max India Limited,EQ,MAXIND,maxind
MAXVIL.NS,Max Ventures and Industries Limited,EQ,MAXVIL,maxvil
MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,MAYURUNIQ,mayuruniq
MAZDA.NS,Mazda Limited,EQ,MAZDA,mazda
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,MAZDOCK,mazdock
MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,MBAPL,mbapl
MBLINFRA.NS,MBL Infrastructure Limited,EQ,MBLINFRA,mblinfra
MCDOWELL-N.NS,United Spirits Limited,EQ,MCDOWELL-N,mcdowell-n
MCL.NS,Madhav Copper Limited,BE,MCL,mcl
MCLEODRUSS.NS,Mcleod Russel India Limited,BE,MCLEODRUSS,mcleodruss
MCX.NS,Multi Commodity Exchange of India Limited,EQ,MCX,mcx
MEDANTA.NS,Global Health Limited,EQ,MEDANTA,medanta
MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,MEDICAMEQ,medicameq
MEDICO.NS,Medico Remedies Limited,EQ,MEDICO,medico
MEDPLUS.NS,Medplus Health Services Limited,EQ,MEDPLUS,medplus
MEGASOFT.NS,Megasoft Limited,EQ,MEGASOFT,megasoft
MEGASTAR.NS,Megastar Foods Limited,EQ,MEGASTAR,megastar
MELSTAR.NS,Melstar Information Technologies Limited,BZ,MELSTAR,melstar
MENONBE.NS,Menon Bearings Limited,EQ,MENONBE,menonbe
MEP.NS,MEP Infrastructure Developers Limited,EQ,MEP,mep
METROBRAND.NS,Metro Brands Limited,EQ,METROBRAND,metrobrand
METROPOLIS.NS,Metropolis Healthcare Limited,EQ,METROPOLIS,metropolis
MFL.NS,Meghmani Finechem Limited,EQ,MFL,mfl
MFSL.NS,Max Financial Services Limited,EQ,MFSL,mfsl
MGEL.NS,Mangalam Global Enterprise Limited,EQ,MGEL,mgel
MGL.NS,Mahanagar Gas Limited,EQ,MGL,mgl
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,EQ,MHLXMIRU,mhlxmiru
